Artist and Title,Streams,Daily,Artist,Song
Dusty Springfield - Son of a Preacher Man,620950645,379190,Dusty Springfield,Son of a Preacher Man
The Rolling Stones - Sympathy For The Devil,609482070,207468,The Rolling Stones,Sympathy For The Devil
The Righteous Brothers - Unchained Melody,596341952,421742,The Righteous Brothers,Unchained Melody
The Beach Boys - Wouldn't It Be Nice,589587872,249641,The Beach Boys,Wouldn't It Be Nice
Sam Cooke - (What A) Wonderful World,589491066,337857,Sam Cooke,(What A) Wonderful World
Steppenwolf - Born To Be Wild,585209675,245647,Steppenwolf,Born To Be Wild
"Four Tops - I Can't Help Myself (Sugar Pie, Honey Bunch)",544728085,307162,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)"
The Beatles - Twist And Shout,543079265,323232,The Beatles,Twist And Shout
Etta James - At Last,538628731,297236,Etta James,At Last
Norman Greenbaum - Spirit In The Sky,535988914,290634,Norman Greenbaum,Spirit In The Sky
The Turtles - Happy Together,521618399,293093,The Turtles,Happy Together
"Frankie Valli & The Four Seasons - December, 1963 (Oh What a Night!)",519939697,389872,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)"
The Foundations - Build Me Up Buttercup,516692156,439163,The Foundations,Build Me Up Buttercup
The Ronettes - Be My Baby,509303230,902678,The Ronettes,Be My Baby
The Beatles - Blackbird,509273118,403465,The Beatles,Blackbird
Frank Sinatra - My Way,506072555,351739,Frank Sinatra,My Way
Elvis Presley - Suspicious Minds,501688511,271010,Elvis Presley,Suspicious Minds
Nat King Cole - The Christmas Song (Merry Christmas To You),493253210,89616,Nat King Cole,The Christmas Song (Merry Christmas To You)
The Monkees - I'm a Believer,491152136,226415,The Monkees,I'm a Believer
The Supremes - You Can't Hurry Love,486982515,192632,The Supremes,You Can't Hurry Love
Nina Simone - Feeling Good,485099166,263382,Nina Simone,Feeling Good
Frankie Valli - Can't Take My Eyes off You,480363063,431402,Frankie Valli,Can't Take My Eyes off You
Burl Ives - A Holly Jolly Christmas,454558571,54284,Burl Ives,A Holly Jolly Christmas
The Beatles - In My Life,449536194,368576,The Beatles,In My Life
The Hollies - Long Cool Woman (In a Black Dress),449449740,336152,The Hollies,Long Cool Woman (In a Black Dress)
The Beach Boys - Good Vibrations,442970783,151106,The Beach Boys,Good Vibrations
Creedence Clearwater Revival - Down On The Corner,439091678,220784,Creedence Clearwater Revival,Down On The Corner
Cream - Sunshine Of Your Love,425504479,161571,Cream,Sunshine Of Your Love
Marvin Gaye - I Heard It Through The Grapevine,415782826,220604,Marvin Gaye,I Heard It Through The Grapevine
The Doors - People Are Strange,403233255,571679,The Doors,People Are Strange
Jackie Wilson - (Your Love Keeps Lifting Me) Higher & Higher,400777706,93991,Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher
David Bowie - Space Oddity,396185591,140042,David Bowie,Space Oddity
Creedence Clearwater Revival - Proud Mary,392343719,298058,Creedence Clearwater Revival,Proud Mary
Johnny Cash - Ring of Fire,386738144,135048,Johnny Cash,Ring of Fire
The Beach Boys - Surfin' U.S.A.,367735827,168563,The Beach Boys,Surfin' U.S.A.
Jimi Hendrix - Purple Haze,363331154,95453,Jimi Hendrix,Purple Haze
Frank Sinatra - Somethin' Stupid,360572356,475360,Frank Sinatra,Somethin' Stupid
The Kinks - You Really Got Me (Mono Version With Reverb),359166090,173426,The Kinks,You Really Got Me (Mono Version With Reverb)
The Doors - Break on Through (To the Other Side),352914300,134077,The Doors,Break on Through (To the Other Side)
The Beatles - Something,352843308,213944,The Beatles,Something
Bob Dylan - Like a Rolling Stone,351793438,121974,Bob Dylan,Like a Rolling Stone
James Brown & The Famous Flames - I Got You (I Feel Good),343933498,149011,James Brown & The Famous Flames,I Got You (I Feel Good)
The Beatles - Help!,340170434,132652,The Beatles,Help!
Led Zeppelin - Ramble On,336517983,100039,Led Zeppelin,Ramble On
Louis Armstrong - Dream A Little Dream Of Me,336364390,154484,Louis Armstrong,Dream A Little Dream Of Me
Etta James - I'd Rather Go Blind,326953389,342441,Etta James,I'd Rather Go Blind
The Doors - Light My Fire,325971211,102621,The Doors,Light My Fire
Frank Sinatra - That's Life,318190932,242648,Frank Sinatra,That's Life
Led Zeppelin - Good Times Bad Times,314257901,92449,Led Zeppelin,Good Times Bad Times
Tom Jones - It's Not Unusual,313349449,188134,Tom Jones,It's Not Unusual
Jimi Hendrix - Hey Joe,311796841,81199,Jimi Hendrix,Hey Joe
Sam Cooke - Bring It On Home To Me,310859970,131989,Sam Cooke,Bring It On Home To Me
Cream - White Room,308971427,89971,Cream,White Room
The Band - The Weight,308439888,147459,The Band,The Weight
Jimi Hendrix - Little Wing,301924026,100610,Jimi Hendrix,Little Wing
The Beatles - Eleanor Rigby,295705508,208458,The Beatles,Eleanor Rigby
Chuck Berry - You Never Can Tell,293365546,182563,Chuck Berry,You Never Can Tell
Jefferson Airplane - White Rabbit,285237526,91453,Jefferson Airplane,White Rabbit
The Beatles - While My Guitar Gently Weeps,283456900,125647,The Beatles,While My Guitar Gently Weeps
The Beach Boys - God Only Knows,280081154,94908,The Beach Boys,God Only Knows
"The Beatles - Ob-La-Di, Ob-La-Da",277351111,135549,The Beatles,"Ob-La-Di, Ob-La-Da"
Creedence Clearwater Revival - Green River,275620533,279842,Creedence Clearwater Revival,Green River
The Mamas & The Papas - Dream A Little Dream Of Me,275445344,259431,The Mamas & The Papas,Dream A Little Dream Of Me
Jefferson Airplane - Somebody to Love,269988692,173644,Jefferson Airplane,Somebody to Love
Nat King Cole - L-O-V-E,269921201,267554,Nat King Cole,L-O-V-E
Otis Redding - Stand by Me,263022586,75189,Otis Redding,Stand by Me
Steppenwolf - Magic Carpet Ride,259246720,81201,Steppenwolf,Magic Carpet Ride
"Sam & Dave - Hold On, I'm Comin'",250130515,140262,Sam & Dave,"Hold On, I'm Comin'"
The Moody Blues - Nights In White Satin,247124347,74780,The Moody Blues,Nights In White Satin
The Beatles - Love Me Do,246116839,120214,The Beatles,Love Me Do
The Beach Boys - Little Saint Nick,245868578,30657,The Beach Boys,Little Saint Nick
Johnny Cash - Folsom Prison Blues,245363806,80150,Johnny Cash,Folsom Prison Blues
The Who - My Generation,245065872,52972,The Who,My Generation
Frank Sinatra - Strangers In The Night,234716301,194678,Frank Sinatra,Strangers In The Night
Aretha Franklin - Think,234393094,66717,Aretha Franklin,Think
Sly & The Family Stone - Everyday People,233162108,54660,Sly & The Family Stone,Everyday People
The Beatles - A Hard Day's Night,230436531,78469,The Beatles,A Hard Day's Night
Aretha Franklin - (You Make Me Feel Like) A Natural Woman,230000095,149859,Aretha Franklin,(You Make Me Feel Like) A Natural Woman
The Supremes - Baby Love,228675927,105000,The Supremes,Baby Love
Bob Dylan - The Times They Are A-Changin',228401435,55022,Bob Dylan,The Times They Are A-Changin'
The Beatles - Norwegian Wood (This Bird Has Flown),226595199,121597,The Beatles,Norwegian Wood (This Bird Has Flown)
The Beatles - And I Love Her,225721014,239962,The Beatles,And I Love Her
The Kinks - All Day and All of the Night,224464798,66293,The Kinks,All Day and All of the Night
Nat King Cole - Joy To The World,223808791,27415,Nat King Cole,Joy To The World
The Beatles - Strawberry Fields Forever,217820205,78813,The Beatles,Strawberry Fields Forever
Leo Dan - Te He Prometido,216906722,198314,Leo Dan,Te He Prometido
The Who - Pinball Wizard,216243631,48891,The Who,Pinball Wizard
Dusty Springfield - Spooky (Single Version),214588532,271754,Dusty Springfield,Spooky (Single Version)
Bob Dylan - Blowin' in the Wind,213986162,75362,Bob Dylan,Blowin' in the Wind
The Platters - Only You (And You Alone),213886564,112105,The Platters,Only You (And You Alone)
The Monkees - Daydream Believer,213828445,71071,The Monkees,Daydream Believer
Martha Reeves & The Vandellas - Dancing In The Street,211725680,56082,Martha Reeves & The Vandellas,Dancing In The Street
The Drifters - Under the Boardwalk,211488795,79506,The Drifters,Under the Boardwalk
"Dean Martin - Baby, It's Cold Outside",210619231,22590,Dean Martin,"Baby, It's Cold Outside"
Frank Sinatra - The Way You Look Tonight,209587716,112282,Frank Sinatra,The Way You Look Tonight
Etta James - A Sunday Kind Of Love,209337351,155265,Etta James,A Sunday Kind Of Love
The Beach Boys - I Get Around (Mono),208571583,81086,The Beach Boys,I Get Around (Mono)
The Rolling Stones - Honky Tonk Women,207915841,111792,The Rolling Stones,Honky Tonk Women
The Beatles - All You Need Is Love,207565624,65744,The Beatles,All You Need Is Love
Tony Bennett - Winter Wonderland,202157229,27681,Tony Bennett,Winter Wonderland
The Rolling Stones - You Can't Always Get What You Want,200832887,76496,The Rolling Stones,You Can't Always Get What You Want
Jimi Hendrix - Voodoo Child (Slight Return),200624624,67902,Jimi Hendrix,Voodoo Child (Slight Return)
The Marvelettes - Please Mr. Postman,198935415,65638,The Marvelettes,Please Mr. Postman
Stevie Wonder - What Christmas Means To Me,198045979,12485,Stevie Wonder,What Christmas Means To Me
Nat King Cole - Deck The Hall,196100998,66387,Nat King Cole,Deck The Hall
The Beatles - All My Loving,192660881,156942,The Beatles,All My Loving
Elvis Presley - In the Ghetto,191627969,63436,Elvis Presley,In the Ghetto
The Beatles - Lucy In The Sky With Diamonds,190781171,61405,The Beatles,Lucy In The Sky With Diamonds
The Beatles - I Saw Her Standing There,189396257,73298,The Beatles,I Saw Her Standing There
Sam & Dave - Soul Man,185701658,65245,Sam & Dave,Soul Man
Procol Harum - A Whiter Shade of Pale,184489285,64170,Procol Harum,A Whiter Shade of Pale
Bee Gees - To Love Somebody,184029652,103289,Bee Gees,To Love Somebody
Joe Cocker - With A Little Help From My Friends,182832102,45940,Joe Cocker,With A Little Help From My Friends
Dean Martin - Rudolph The Red-Nosed Reindeer,181958786,26370,Dean Martin,Rudolph The Red-Nosed Reindeer
The Lovin' Spoonful - Do You Believe in Magic?,180354258,78397,The Lovin' Spoonful,Do You Believe in Magic?
Nina Simone - I Put A Spell On You,179145199,137382,Nina Simone,I Put A Spell On You
Burl Ives - Rudolph The Red-Nosed Reindeer,177977299,21426,Burl Ives,Rudolph The Red-Nosed Reindeer
The Kinks - Sunny Afternoon,176446831,64498,The Kinks,Sunny Afternoon
The Hollies - The Air That I Breathe,176090834,63119,The Hollies,The Air That I Breathe
"James Brown & The Famous Flames - It's A Man's, Man's, Man's World",175130697,146429,James Brown & The Famous Flames,"It's A Man's, Man's, Man's World"
The Beatles - Can't Buy Me Love,172900250,78707,The Beatles,Can't Buy Me Love
The Isley Brothers - This Old Heart Of Mine (Is Weak For You),171425613,52738,The Isley Brothers,This Old Heart Of Mine (Is Weak For You)
The Tokens - The Lion Sleeps Tonight,170822607,63382,The Tokens,The Lion Sleeps Tonight
Bob Dylan - Girl from the North Country,170096380,48779,Bob Dylan,Girl from the North Country
The Beatles - Ticket To Ride,167972927,60285,The Beatles,Ticket To Ride
The Rolling Stones - Jumpin' Jack Flash,166746078,79847,The Rolling Stones,Jumpin' Jack Flash
"Crosby, Stills & Nash - Helplessly Hoping",166381455,62341,"Crosby, Stills & Nash",Helplessly Hoping
Elvis Presley - (You're The) Devil in Disguise,163753674,96857,Elvis Presley,(You're The) Devil in Disguise
The Beatles - Penny Lane,163056886,45193,The Beatles,Penny Lane
Dean Martin - Everybody Loves Somebody,162439547,104962,Dean Martin,Everybody Loves Somebody
Ella Fitzgerald - Sleigh Ride,162109689,16831,Ella Fitzgerald,Sleigh Ride
Mary Wells - My Guy,160320646,58243,Mary Wells,My Guy
Four Tops - Reach Out I'll Be There,157707357,57363,Four Tops,Reach Out I'll Be There
The Temptations - Ain't Too Proud To Beg,157440160,56570,The Temptations,Ain't Too Proud To Beg
Dean Martin - Ain't That A Kick In The Head,156476475,66104,Dean Martin,Ain't That A Kick In The Head
The Beatles - Eight Days A Week,156148077,49021,The Beatles,Eight Days A Week
The Righteous Brothers - You've Lost That Lovin' Feelin',155770420,70509,The Righteous Brothers,You've Lost That Lovin' Feelin'
Creedence Clearwater Revival - Cotton Fields (The Cotton Song),155435580,93190,Creedence Clearwater Revival,Cotton Fields (The Cotton Song)
Otis Redding - Try a Little Tenderness,155216601,46103,Otis Redding,Try a Little Tenderness
The Beatles - Michelle,155130029,84494,The Beatles,Michelle
The Velvet Underground - Pale Blue Eyes,154349738,62713,The Velvet Underground,Pale Blue Eyes
Harry Belafonte - Jump in the Line,154045471,170770,Harry Belafonte,Jump in the Line
Ella Fitzgerald - Frosty The Snowman,153924918,29103,Ella Fitzgerald,Frosty The Snowman
The Beatles - Oh! Darling,153468633,66125,The Beatles,Oh! Darling
Bobby Hebb - Sunny,153376868,112120,Bobby Hebb,Sunny
The Beatles - Yellow Submarine,151792402,28160,The Beatles,Yellow Submarine
"The Beatles - Hello, Goodbye",150927956,42305,The Beatles,"Hello, Goodbye"
Bee Gees - I Started A Joke,149029614,78200,Bee Gees,I Started A Joke
Led Zeppelin - Babe I'm Gonna Leave You,146359742,61149,Led Zeppelin,Babe I'm Gonna Leave You
Leonard Cohen - Suzanne,145114269,52923,Leonard Cohen,Suzanne
Engelbert Humperdinck - A Man Without Love,144281490,78926,Engelbert Humperdinck,A Man Without Love
Creedence Clearwater Revival - Born On The Bayou,144268841,72749,Creedence Clearwater Revival,Born On The Bayou
The Beach Boys - Don't Worry Baby,143880213,76371,The Beach Boys,Don't Worry Baby
"Bob Dylan - Don't Think Twice, It's All Right",143708872,99716,Bob Dylan,"Don't Think Twice, It's All Right"
Led Zeppelin - Heartbreaker,143595998,55228,Led Zeppelin,Heartbreaker
Stevie Wonder - Uptight (Everything's Alright),143473278,26330,Stevie Wonder,Uptight (Everything's Alright)
The Velvet Underground - Sunday Morning,143059243,47428,The Velvet Underground,Sunday Morning
The Beatles - With A Little Help From My Friends,142646482,49707,The Beatles,With A Little Help From My Friends
The Rolling Stones - She's A Rainbow,140619580,63905,The Rolling Stones,She's A Rainbow
Connie Francis - Many Tears Ago,140463983,102283,Connie Francis,Many Tears Ago
Smokey Robinson & The Miracles - The Tracks Of My Tears,139742527,47550,Smokey Robinson & The Miracles,The Tracks Of My Tears
The Beatles - You've Got To Hide Your Love Away,139263361,59679,The Beatles,You've Got To Hide Your Love Away
Dean Martin - Silver Bells,138705788,30046,Dean Martin,Silver Bells
The Beatles - Back In The U.S.S.R.,136932631,36258,The Beatles,Back In The U.S.S.R.
Otis Redding - These Arms of Mine,136167495,71538,Otis Redding,These Arms of Mine
The Beatles - A Day In The Life,135522164,42798,The Beatles,A Day In The Life
Simon & Garfunkel - Homeward Bound,135520649,50359,Simon & Garfunkel,Homeward Bound
The Supremes - Where Did Our Love Go,134079314,52729,The Supremes,Where Did Our Love Go
Led Zeppelin - Dazed and Confused,131181757,49200,Led Zeppelin,Dazed and Confused
The Supremes - Stop! In The Name Of Love,130833347,34581,The Supremes,Stop! In The Name Of Love
The Lovin' Spoonful - Summer in the City,130758277,44870,The Lovin' Spoonful,Summer in the City
The Doors - Touch Me,130242802,51963,The Doors,Touch Me
Charles Aznavour - La bohème,127982416,84840,Charles Aznavour,La bohème
Andy Williams - Happy Holiday / The Holiday Season,127816584,53100,Andy Williams,Happy Holiday / The Holiday Season
The Kinks - Waterloo Sunset,127296183,45124,The Kinks,Waterloo Sunset
Marlena Shaw - California Soul,127218046,34840,Marlena Shaw,California Soul
The Doors - Love Me Two Times,125376911,59025,The Doors,Love Me Two Times
The Jackson 5 - Who's Lovin' You,124667393,44063,The Jackson 5,Who's Lovin' You
Simon & Garfunkel - America,124376163,36736,Simon & Garfunkel,America
The Beatles - Golden Slumbers,123546722,62830,The Beatles,Golden Slumbers
Nina Simone - Sinnerman,123166934,35082,Nina Simone,Sinnerman
Etta James - I Just Want To Make Love To You,120849902,52408,Etta James,I Just Want To Make Love To You
"Crosby, Stills & Nash - Suite: Judy Blue Eyes",119615194,22396,"Crosby, Stills & Nash",Suite: Judy Blue Eyes
The Beatles - Drive My Car,119553338,48423,The Beatles,Drive My Car
Jimi Hendrix - The Wind Cries Mary,116736552,31130,Jimi Hendrix,The Wind Cries Mary
Nat King Cole - Smile,116229129,55832,Nat King Cole,Smile
Bob Dylan - Mr. Tambourine Man,115970369,34159,Bob Dylan,Mr. Tambourine Man
Bobby Womack - California Dreamin',115951135,49783,Bobby Womack,California Dreamin'
The Temptations - Get Ready,115696185,33171,The Temptations,Get Ready
Creedence Clearwater Revival - Lodi,115509552,98366,Creedence Clearwater Revival,Lodi
The Hollies - He Ain't Heavy He's My Brother,115473690,41582,The Hollies,He Ain't Heavy He's My Brother
Frankie Valli & The Four Seasons - Sherry,115347357,57925,Frankie Valli & The Four Seasons,Sherry
The Beatles - I Will,115100889,105372,The Beatles,I Will
The Platters - Smoke Gets In Your Eyes,115052126,60895,The Platters,Smoke Gets In Your Eyes
The Rolling Stones - Ruby Tuesday,113836414,51339,The Rolling Stones,Ruby Tuesday
Manfred Mann - Do Wah Diddy Diddy,111382011,49160,Manfred Mann,Do Wah Diddy Diddy
Simon & Garfunkel - April Come She Will,111077152,52766,Simon & Garfunkel,April Come She Will
Chuck Berry - No Particular Place To Go,109075891,60136,Chuck Berry,No Particular Place To Go
Gerry & The Pacemakers - You'll Never Walk Alone,108734409,40620,Gerry & The Pacemakers,You'll Never Walk Alone
Etta James - Stormy Weather,107467862,98151,Etta James,Stormy Weather
Joe Dassin - Les Champs-Elysées,106605669,64182,Joe Dassin,Les Champs-Elysées
John Lee Hooker - Boom Boom,105881117,54252,John Lee Hooker,Boom Boom
The Doors - The End,105392578,32955,The Doors,The End
"The Beatles - Here, There And Everywhere",104674805,112313,The Beatles,"Here, There And Everywhere"
The Beatles - Sgt. Pepper's Lonely Hearts Club Band,104509363,23494,The Beatles,Sgt. Pepper's Lonely Hearts Club Band
"Bob Dylan - Lay, Lady, Lay",103743285,35528,Bob Dylan,"Lay, Lady, Lay"
Creedence Clearwater Revival - The Midnight Special,103675228,93166,Creedence Clearwater Revival,The Midnight Special
Martha Reeves & The Vandellas - Nowhere To Run,103324058,38246,Martha Reeves & The Vandellas,Nowhere To Run
The Beatles - I Am The Walrus,102872599,28192,The Beatles,I Am The Walrus
Jimi Hendrix - Foxey Lady,101486041,28677,Jimi Hendrix,Foxey Lady
