Artist and Title,Streams,Daily,Artist,Song
Manu Chao - Me Gustas Tu,750347280,491047,Manu Chao,Me Gustas Tu
La Oreja de Van Gogh - Rosas,741913214,934560,La Oreja de Van Gogh,Rosas
Audioslave - Like a Stone,731663028,635634,Audioslave,Like a Stone
The Calling - Wherever You Will Go,725015013,374679,The Calling,Wherever You Will Go
Kanye West - All Falls Down,724562893,811319,Kanye West,All Falls Down
50 Cent - 21 Questions,723384430,582564,50 Cent,21 Questions
Kelly Clarkson - Because of You,716718875,237985,Kelly Clarkson,Because of You
Aventura - Ella y Yo,713710765,459395,Aventura,Ella y Yo
Zion & Lennox - Yo Voy,706882519,328211,Zion & Lennox,Yo Voy
3 Doors Down - Here Without You,700391003,359585,3 Doors Down,Here Without You
Bacilos - Caraluna,700063597,287388,Bacilos,Caraluna
Justin Timberlake - Rock Your Body,681338105,569433,Justin Timberlake,Rock Your Body
José Feliciano - Feliz Navidad,671286097,102350,José Feliciano,Feliz Navidad
Gwen Stefani - Hollaback Girl,670950805,311915,Gwen Stefani,Hollaback Girl
Alejandro Fernández - Me Dediqué a Perderte,666425984,442438,Alejandro Fernández,Me Dediqué a Perderte
Jet - Are You Gonna Be My Girl,665966004,336470,Jet,Are You Gonna Be My Girl
Tego Calderón - Pa' Que Retozen,664757671,490365,Tego Calderón,Pa' Que Retozen
The Strokes - Last Nite,664261645,413125,The Strokes,Last Nite
"Shakira - Whenever, Wherever",655817987,337285,Shakira,"Whenever, Wherever"
Linkin Park - Crawling,645587145,685234,Linkin Park,Crawling
Stevie Wonder - Superstition,645419105,226551,Stevie Wonder,Superstition
Daft Punk - One More Time,645398321,304138,Daft Punk,One More Time
"Daddy Yankee - Lo Que Pasó, Pasó",636192560,606050,Daddy Yankee,"Lo Que Pasó, Pasó"
R. Kelly - Ignition,634532610,103667,R. Kelly,Ignition
Snoop Dogg - Drop It Like It's Hot,632871504,274378,Snoop Dogg,Drop It Like It's Hot
Maroon 5 - Sunday Morning,630711250,336320,Maroon 5,Sunday Morning
Nelly - Ride Wit Me,625394511,324516,Nelly,Ride Wit Me
50 Cent - Many Men (Wish Death),623295603,547279,50 Cent,Many Men (Wish Death)
Sophie Ellis-Bextor - Murder On The Dancefloor,618936963,612192,Sophie Ellis-Bextor,Murder On The Dancefloor
Avril Lavigne - Sk8er Boi,616643306,472406,Avril Lavigne,Sk8er Boi
U2 - One,613210487,208928,U2,One
Justin Timberlake - Cry Me a River,607826193,347825,Justin Timberlake,Cry Me a River
U2 - Beautiful Day,601082691,238965,U2,Beautiful Day
Kylie Minogue - Can't Get You out of My Head,592110024,422041,Kylie Minogue,Can't Get You out of My Head
Limp Bizkit - Rollin' (Air Raid Vehicle),583982122,458328,Limp Bizkit,Rollin' (Air Raid Vehicle)
t.A.T.u. - All The Things She Said,582918740,347967,t.A.T.u.,All The Things She Said
Linkin Park - Somewhere I Belong,579108180,790951,Linkin Park,Somewhere I Belong
System Of A Down - Aerials,578871808,617794,System Of A Down,Aerials
The Strokes - Reptilia,576144454,443401,The Strokes,Reptilia
Nelly - Hot In Herre,573854060,282831,Nelly,Hot In Herre
John Mayer - Your Body Is a Wonderland,571123321,126162,John Mayer,Your Body Is a Wonderland
"Ciara - 1, 2 Step",570491733,404683,Ciara,"1, 2 Step"
Linkin Park - Papercut,563526592,589759,Linkin Park,Papercut
Mary J. Blige - Family Affair,562338507,510127,Mary J. Blige,Family Affair
Slipknot - Before I Forget,560444230,351820,Slipknot,Before I Forget
Eminem - Sing For The Moment,558866919,318780,Eminem,Sing For The Moment
Evanescence - My Immortal,551989862,262475,Evanescence,My Immortal
Aventura - Obsesion,551508047,386080,Aventura,Obsesion
Lil Jon & The East Side Boyz - Get Low,551463905,244746,Lil Jon & The East Side Boyz,Get Low
Rammstein - Sonne,551438197,515059,Rammstein,Sonne
Sum 41 - In Too Deep,548678818,332814,Sum 41,In Too Deep
Norah Jones - Don't Know Why,547994287,325180,Norah Jones,Don't Know Why
Modjo - Lady,543523623,487795,Modjo,Lady
Keane - Everybody's Changing,539202044,329542,Keane,Everybody's Changing
Aventura - Dile al Amor,536394642,604689,Aventura,Dile al Amor
Drowning Pool - Bodies,535130654,376662,Drowning Pool,Bodies
Red Hot Chili Peppers - By the Way,532126040,406175,Red Hot Chili Peppers,By the Way
Juanes - Es Por Ti,528588494,439962,Juanes,Es Por Ti
Alicia Keys - Fallin',525379540,410122,Alicia Keys,Fallin'
Yiruma - River Flows In You,524484892,174883,Yiruma,River Flows In You
Shaggy - Angel,516617563,322102,Shaggy,Angel
Baby Bash - Suga Suga,513335171,201888,Baby Bash,Suga Suga
Alien Ant Farm - Smooth Criminal,510753225,281830,Alien Ant Farm,Smooth Criminal
"Yann Tiersen - Comptine d'un autre été, l'après-midi",508542538,293563,Yann Tiersen,"Comptine d'un autre été, l'après-midi"
My Chemical Romance - I'm Not Okay (I Promise),507101908,308571,My Chemical Romance,I'm Not Okay (I Promise)
Gigi D'Agostino - L'Amour Toujours,504001293,293429,Gigi D'Agostino,L'Amour Toujours
Eve - Let Me Blow Ya Mind,494598689,303150,Eve,Let Me Blow Ya Mind
Eric Prydz - Call On Me,492866897,292891,Eric Prydz,Call On Me
Fountains Of Wayne - Stacy's Mom,489445300,222001,Fountains Of Wayne,Stacy's Mom
La Quinta Estacion - El Sol No Regresa,483180219,401797,La Quinta Estacion,El Sol No Regresa
My Chemical Romance - Helena,481843445,393161,My Chemical Romance,Helena
The Game - How We Do,481735041,281935,The Game,How We Do
Ronan Keating - When You Say Nothing At All,480684148,187526,Ronan Keating,When You Say Nothing At All
Linkin Park - Breaking the Habit,479646742,515713,Linkin Park,Breaking the Habit
Queens of the Stone Age - No One Knows,477966906,213124,Queens of the Stone Age,No One Knows
blink-182 - First Date,475456039,276826,blink-182,First Date
Sum 41 - Fat Lip,471426625,258302,Sum 41,Fat Lip
The Strokes - Someday,471050413,433355,The Strokes,Someday
Stevie Wonder - I Just Called To Say I Love You,470245418,259757,Stevie Wonder,I Just Called To Say I Love You
Limp Bizkit - Behind Blue Eyes,463428695,270801,Limp Bizkit,Behind Blue Eyes
Semisonic - Closing Time,462667002,182742,Semisonic,Closing Time
Franco De Vita - Tú de Qué Vas,460059197,485366,Franco De Vita,Tú de Qué Vas
Good Charlotte - The Anthem,458402852,360388,Good Charlotte,The Anthem
Christina Aguilera - Lady Marmalade,454063463,189917,Christina Aguilera,Lady Marmalade
Sum 41 - Still Waiting,453332944,354090,Sum 41,Still Waiting
Deftones - Change (In the House of Flies),451558933,412643,Deftones,Change (In the House of Flies)
Ja Rule - Always On Time,449607956,223279,Ja Rule,Always On Time
Modest Mouse - Float On,446238274,237494,Modest Mouse,Float On
Oscar D'León - Lloraras,444971960,423443,Oscar D'León,Lloraras
Fat Joe - What's Luv?,443880567,211827,Fat Joe,What's Luv?
Trapt - Headstrong,440103167,166317,Trapt,Headstrong
Green Day - Holiday / Boulevard of Broken Dreams,439158372,171983,Green Day,Holiday / Boulevard of Broken Dreams
Eminem - The Way I Am,436074776,231041,Eminem,The Way I Am
Café Tacvba - Eres,435281723,300676,Café Tacvba,Eres
Eminem - Cleanin' Out My Closet,433389727,229261,Eminem,Cleanin' Out My Closet
Israel Kamakawiwo'ole - Over the Rainbow,428533968,213195,Israel Kamakawiwo'ole,Over the Rainbow
La Mosca Tse-Tse - Para No Verte Más,425506915,373932,La Mosca Tse-Tse,Para No Verte Más
Limp Bizkit - Take A Look Around,423901576,260663,Limp Bizkit,Take A Look Around
Counting Crows - Accidentally In Love,421654502,257728,Counting Crows,Accidentally In Love
Aventura - El Malo,414688553,403963,Aventura,El Malo
Aventura - El Perdedor,413065953,697874,Aventura,El Perdedor
Juanes - La Camisa Negra,407576894,230295,Juanes,La Camisa Negra
Robbie Williams - Feel,407443025,220012,Robbie Williams,Feel
Foo Fighters - All My Life,405514263,164738,Foo Fighters,All My Life
Reyli Barba - Amor del Bueno,404069649,211524,Reyli Barba,Amor del Bueno
Ludovico Einaudi - Nuvole Bianche,403771313,167477,Ludovico Einaudi,Nuvole Bianche
Daddy Yankee - Tu Príncipe,402935809,501061,Daddy Yankee,Tu Príncipe
Jennifer Lopez - Jenny from the Block,400726321,256905,Jennifer Lopez,Jenny from the Block
Cardenales De Nuevo León - Belleza De Cantina,399656123,502748,Cardenales De Nuevo León,Belleza De Cantina
Yellowcard - Ocean Avenue,399502513,195707,Yellowcard,Ocean Avenue
Green Day - Holiday,398687795,334522,Green Day,Holiday
USHER - U Remind Me,392748602,136748,USHER,U Remind Me
Jesse McCartney - Beautiful Soul,391243737,111297,Jesse McCartney,Beautiful Soul
Creed - One Last Breath,388740104,608007,Creed,One Last Breath
Oasis - Stop Crying Your Heart Out,388466306,327027,Oasis,Stop Crying Your Heart Out
"Jack Johnson - Sitting, Waiting, Wishing",388388002,147499,Jack Johnson,"Sitting, Waiting, Wishing"
The Shins - New Slang,384665909,116687,The Shins,New Slang
Ashanti - Foolish,382453624,197045,Ashanti,Foolish
Coldplay - Trouble,382277334,210632,Coldplay,Trouble
Grits - Ooh Ahh (My Life Be Like) [feat. Tobymac],381448438,152977,Grits,Ooh Ahh (My Life Be Like) [feat. Tobymac]
Sia - Breathe Me,377995919,113274,Sia,Breathe Me
"Daft Punk - Harder, Better, Faster, Stronger",377963875,187026,Daft Punk,"Harder, Better, Faster, Stronger"
Backstreet Boys - Shape of My Heart,376272628,158782,Backstreet Boys,Shape of My Heart
Sin Bandera - Mientes Tan Bien,374442648,468333,Sin Bandera,Mientes Tan Bien
The Killers - All These Things That I've Done,374261170,163486,The Killers,All These Things That I've Done
Maná - Mariposa Traicionera,371799292,279518,Maná,Mariposa Traicionera
Norah Jones - Sunrise,370966308,231360,Norah Jones,Sunrise
Outkast - Roses,369203060,113569,Outkast,Roses
Coldplay - In My Place,369181757,175677,Coldplay,In My Place
Kanye West - Through The Wire,365763955,269079,Kanye West,Through The Wire
Limp Bizkit - My Way,364329975,261667,Limp Bizkit,My Way
Aventura - Los Infieles,363491342,430233,Aventura,Los Infieles
Enrique Iglesias - Hero,362072152,108801,Enrique Iglesias,Hero
Aventura - Un Beso,361527275,293327,Aventura,Un Beso
50 Cent - If I Can't,360609532,319460,50 Cent,If I Can't
Busta Rhymes - I Know What You Want,360248068,221686,Busta Rhymes,I Know What You Want
Nelly Furtado - I'm Like A Bird,360083487,193964,Nelly Furtado,I'm Like A Bird
Uncle Kracker - Follow Me,360066223,180870,Uncle Kracker,Follow Me
Kevin Lyttle - Turn Me On,356887501,127926,Kevin Lyttle,Turn Me On
Sin Bandera - Que Lloro,356343489,232202,Sin Bandera,Que Lloro
Evanescence - Going Under,354834282,361292,Evanescence,Going Under
Inspector - Amargo Adiós,353361937,232005,Inspector,Amargo Adiós
Afroman - Crazy Rap (Colt 45 & 2 Zig Zags),349519810,108207,Afroman,Crazy Rap (Colt 45 & 2 Zig Zags)
Juan Gabriel - Abrázame Muy Fuerte,348307644,175423,Juan Gabriel,Abrázame Muy Fuerte
Staind - It's Been Awhile,347415196,216647,Staind,It's Been Awhile
No Doubt - Just A Girl,346667468,261539,No Doubt,Just A Girl
Craig David - 7 Days,344787854,139149,Craig David,7 Days
Beyoncé - Baby Boy,344146994,190313,Beyoncé,Baby Boy
James Brown - I Got You,343933498,149011,James Brown,I Got You
Christina Aguilera - Beautiful,336813539,98851,Christina Aguilera,Beautiful
Eminem - Like Toy Soldiers,335185471,95665,Eminem,Like Toy Soldiers
MF DOOM - Rapp Snitch Knishes,333210247,323218,MF DOOM,Rapp Snitch Knishes
Enya - Only Time,333070172,202953,Enya,Only Time
Avril Lavigne - I'm with You,330977749,318379,Avril Lavigne,I'm with You
Gwen Stefani - Rich Girl,329612810,248247,Gwen Stefani,Rich Girl
Fleetwood Mac - Never Going Back Again,327887657,211672,Fleetwood Mac,Never Going Back Again
Britney Spears - My Only Wish (This Year),326421895,32640,Britney Spears,My Only Wish (This Year)
D12 - My Band,326341377,158879,D12,My Band
La Oreja de Van Gogh - La Playa,326164101,490121,La Oreja de Van Gogh,La Playa
USHER - U Got It Bad,325359951,137684,USHER,U Got It Bad
Simple Plan - I'm Just a Kid,323905887,167259,Simple Plan,I'm Just a Kid
Kelis - Milkshake,322090025,120771,Kelis,Milkshake
Cartel De Santa - Todas Mueren por Mí,319573985,207269,Cartel De Santa,Todas Mueren por Mí
DMX - Where The Hood At,316492039,113766,DMX,Where The Hood At
O-Zone - Dragostea Din Tei,315614267,139069,O-Zone,Dragostea Din Tei
Puddle Of Mudd - She Hates Me,313257864,193957,Puddle Of Mudd,She Hates Me
Sin Bandera - Entra en Mi Vida,312353173,174080,Sin Bandera,Entra en Mi Vida
Alan Jackson - It's Five O'Clock Somewhere,311272054,180998,Alan Jackson,It's Five O'Clock Somewhere
Elefante - Así Es la Vida,308711357,151900,Elefante,Así Es la Vida
*NSYNC - It's Gonna Be Me,308141097,221269,*NSYNC,It's Gonna Be Me
Muse - Hysteria,308095155,209404,Muse,Hysteria
Godsmack - I Stand Alone,307131625,157735,Godsmack,I Stand Alone
Audioslave - Show Me How to Live,305838810,114667,Audioslave,Show Me How to Live
Seether - Broken,304515587,147084,Seether,Broken
Missy Elliott - Work It,304448993,111215,Missy Elliott,Work It
Marco Antonio Solís - Si No Te Hubieras Ido,302991637,195706,Marco Antonio Solís,Si No Te Hubieras Ido
Juanes - A Dios Le Pido,302527290,299317,Juanes,A Dios Le Pido
Valentín Elizalde - Vete Ya,297453061,164317,Valentín Elizalde,Vete Ya
Creed - My Sacrifice,296903649,244469,Creed,My Sacrifice
Puddle Of Mudd - Blurry,296460264,177988,Puddle Of Mudd,Blurry
The Beach Boys - Kokomo,296425670,173004,The Beach Boys,Kokomo
Bacilos - Mi Primer Millon,295287975,160061,Bacilos,Mi Primer Millon
Papa Roach - Scars,294889820,178754,Papa Roach,Scars
Missy Elliott - Get Ur Freak On,294554952,100020,Missy Elliott,Get Ur Freak On
Snoop Dogg - Beautiful,294493808,164169,Snoop Dogg,Beautiful
"Outkast - So Fresh, So Clean",294018841,246647,Outkast,"So Fresh, So Clean"
Red Hot Chili Peppers - The Zephyr Song,293837903,149882,Red Hot Chili Peppers,The Zephyr Song
Fabolous - Into You,292666390,106517,Fabolous,Into You
Miranda! - Don,292122200,215545,Miranda!,Don
Ivy Queen - Quiero Bailar,290729925,205259,Ivy Queen,Quiero Bailar
P.O.D. - Youth of the Nation,290644152,152747,P.O.D.,Youth of the Nation
Ja Rule - Mesmerize,290391325,141730,Ja Rule,Mesmerize
Black Eyed Peas - Let's Get It Started,289376379,245071,Black Eyed Peas,Let's Get It Started
Julieta Venegas - Andar Conmigo,289335649,184275,Julieta Venegas,Andar Conmigo
Linkin Park - Lying from You,289165697,336742,Linkin Park,Lying from You
Smash Mouth - I'm A Believer,288485367,167449,Smash Mouth,I'm A Believer
Eartha Kitt - Santa Baby,288042930,71751,Eartha Kitt,Santa Baby
Caesars - Jerk It Out,287470144,144395,Caesars,Jerk It Out
David Bisbal - Dígale,287458996,154812,David Bisbal,Dígale
Michael Bublé - Sway,286224010,270129,Michael Bublé,Sway
Marc Anthony - Tu Amor Me Hace Bien,285258144,113433,Marc Anthony,Tu Amor Me Hace Bien
Eminem - Just Lose It,284934137,176534,Eminem,Just Lose It
311 - Amber,284720872,111983,311,Amber
Bloc Party - Banquet,282868370,155464,Bloc Party,Banquet
Rascal Flatts - Bless The Broken Road,281045726,131393,Rascal Flatts,Bless The Broken Road
Joan Sebastian - Me Gustas,280288529,152843,Joan Sebastian,Me Gustas
Busta Rhymes - Break Ya Neck,280284468,96844,Busta Rhymes,Break Ya Neck
George Strait - Check Yes Or No,279613450,151231,George Strait,Check Yes Or No
Chevelle - The Red,278927829,264780,Chevelle,The Red
The White Stripes - Fell In Love With a Girl,278906928,129119,The White Stripes,Fell In Love With a Girl
Brad Paisley - Whiskey Lullaby,278156790,95369,Brad Paisley,Whiskey Lullaby
Travis Tritt - It's A Great Day To Be Alive,278075587,165007,Travis Tritt,It's A Great Day To Be Alive
Nickelback - Someday,276154820,153693,Nickelback,Someday
Linkin Park - A Place for My Head,275638942,340169,Linkin Park,A Place for My Head
Michael Andrews - Mad World,274738395,80180,Michael Andrews,Mad World
Eminem - ***** Please II,274324298,200347,Eminem,***** Please II
Don Omar - Dale Don Dale,274236096,223081,Don Omar,Dale Don Dale
3 Doors Down - When I'm Gone,273667663,200871,3 Doors Down,When I'm Gone
Robbie Williams - Rock DJ,273532836,106401,Robbie Williams,Rock DJ
Kanye West - Jesus Walks,272812694,175035,Kanye West,Jesus Walks
Junior Senior - Move Your Feet,272337127,91871,Junior Senior,Move Your Feet
Incubus - Wish You Were Here,271636524,233901,Incubus,Wish You Were Here
USHER - Burn,271513304,149694,USHER,Burn
Don Omar - Pobre Diabla,271089917,155140,Don Omar,Pobre Diabla
Eminem - **** You,270886436,136898,Eminem,**** You
2Pac - Ghetto Gospel,270310246,90557,2Pac,Ghetto Gospel
The Darkness - I Believe in a Thing Called Love,268152324,145670,The Darkness,I Believe in a Thing Called Love
*NSYNC - This I Promise You,267244894,98200,*NSYNC,This I Promise You
Marco Antonio Solís - Más Que Tu Amigo,266367374,148503,Marco Antonio Solís,Más Que Tu Amigo
RBD - Sálvame,264303479,162320,RBD,Sálvame
Nelly - Country Grammar (Hot Shit),262144989,90643,Nelly,Country Grammar (Hot Shit)
Aventura - Por un Segundo,261944634,311333,Aventura,Por un Segundo
Pepe Aguilar - Por Mujeres Como Tú,261393246,126121,Pepe Aguilar,Por Mujeres Como Tú
Rammstein - Feuer frei!,259466791,151514,Rammstein,Feuer frei!
P!nk - Get the Party Started,259354035,110788,P!nk,Get the Party Started
blink-182 - The Rock Show,257669580,131329,blink-182,The Rock Show
Howie Day - Collide,257196512,28306,Howie Day,Collide
Ricardo Arjona - El Problema,254242664,149212,Ricardo Arjona,El Problema
Daft Punk - Something About Us,253253653,164694,Daft Punk,Something About Us
Rammstein - Ich will,253146846,140653,Rammstein,Ich will
The Hives - Hate To Say I Told You So,252645197,79967,The Hives,Hate To Say I Told You So
Sade - By Your Side,252595786,135483,Sade,By Your Side
Destiny's Child - Bootylicious,252104031,71858,Destiny's Child,Bootylicious
J-Kwon - Tipsy,251740270,98125,J-Kwon,Tipsy
Los Angeles De Charly - Un Sueño,251134762,145693,Los Angeles De Charly,Un Sueño
Tito Nieves - Fabricando Fantasías,251117468,156784,Tito Nieves,Fabricando Fantasías
Big & Rich - Save a Horse (Ride a Cowboy),250241627,117175,Big & Rich,Save a Horse (Ride a Cowboy)
Gavin DeGraw - I Don't Want to Be,249706473,89198,Gavin DeGraw,I Don't Want to Be
Ludovico Einaudi - Una Mattina,249110360,156817,Ludovico Einaudi,Una Mattina
Simple Plan - Perfect,247712129,125792,Simple Plan,Perfect
Keith Urban - Somebody Like You,247416876,92884,Keith Urban,Somebody Like You
Kelly Clarkson - Breakaway,246895273,104897,Kelly Clarkson,Breakaway
Foo Fighters - Times Like These,246895265,91416,Foo Fighters,Times Like These
Los Tigres Del Norte - Ni Parientes Somos,246832033,335584,Los Tigres Del Norte,Ni Parientes Somos
Luisito Ayala Y La Puerto Rican Power - Tu Cariñito,246806924,141370,Luisito Ayala Y La Puerto Rican Power,Tu Cariñito
USHER - Confessions Part II,246633748,109950,USHER,Confessions Part II
Eminem - Ass Like That,245091273,105180,Eminem,Ass Like That
Maelo Ruiz - Te Va A Doler,244847652,191290,Maelo Ruiz,Te Va A Doler
Sin Bandera - Te Vi Venir,243916119,123228,Sin Bandera,Te Vi Venir
Maroon 5 - She Will Be Loved,242156279,33963,Maroon 5,She Will Be Loved
Ginuwine - Differences,241927110,82707,Ginuwine,Differences
G-Unit - Poppin' Them Thangs,241787258,157172,G-Unit,Poppin' Them Thangs
Selena - Si Una Vez,241582533,178043,Selena,Si Una Vez
Good Charlotte - Lifestyles of the Rich & Famous,241464369,90642,Good Charlotte,Lifestyles of the Rich & Famous
Britney Spears - I'm a Slave 4 U,241229165,127872,Britney Spears,I'm a Slave 4 U
Queens of the Stone Age - Go With The Flow,241018304,129847,Queens of the Stone Age,Go With The Flow
La Quinta Estacion - Algo Más,240747081,152132,La Quinta Estacion,Algo Más
Muse - Time is Running Out,240743080,129140,Muse,Time is Running Out
JAY-Z - 99 Problems,240290995,64540,JAY-Z,99 Problems
Joan Sebastian - Secreto De Amor,239417534,156119,Joan Sebastian,Secreto De Amor
Aventura - Enséñame a Olvidar,239263343,253632,Aventura,Enséñame a Olvidar
Avril Lavigne - My Happy Ending,239140498,129531,Avril Lavigne,My Happy Ending
Christina Aguilera - Dirrty,238906999,77146,Christina Aguilera,Dirrty
Zoé - Love,237000328,119729,Zoé,Love
50 Cent - Patiently Waiting,236807813,108843,50 Cent,Patiently Waiting
Los Tucanes De Tijuana - El Amor Soñado,235766581,173896,Los Tucanes De Tijuana,El Amor Soñado
Marc Anthony - Valió la Pena,235402238,105329,Marc Anthony,Valió la Pena
Westlife - My Love,234939059,131885,Westlife,My Love
Damien Rice - The Blower's Daughter,232569223,51309,Damien Rice,The Blower's Daughter
Linkin Park - Points of Authority,231252177,125245,Linkin Park,Points of Authority
Rammstein - Amerika,230620069,143145,Rammstein,Amerika
P!nk - Just Like a Pill,228676486,98480,P!nk,Just Like a Pill
LeAnn Rimes - Can't Fight The Moonlight,228664203,165281,LeAnn Rimes,Can't Fight The Moonlight
Sum 41 - The Hell Song,228554302,148439,Sum 41,The Hell Song
Lenny Kravitz - Again,228513061,115428,Lenny Kravitz,Again
Juanes - Nada Valgo Sin Tu Amor,228486258,209178,Juanes,Nada Valgo Sin Tu Amor
Marco Antonio Solís - Mi Eterno Amor Secreto,227634037,202282,Marco Antonio Solís,Mi Eterno Amor Secreto
Las Ketchup - The Ketchup Song (Aserejé),227511882,116552,Las Ketchup,The Ketchup Song (Aserejé)
"Toby Keith - Courtesy Of The Red, White And Blue (The Angry American)",226936839,104417,Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)"
LeAnn Rimes - How Do I Live,226286615,106977,LeAnn Rimes,How Do I Live
Blu Cantrell - Breathe,226116762,281122,Blu Cantrell,Breathe
Juanes - Fotografía,225791796,160528,Juanes,Fotografía
Tim McGraw - Live Like You Were Dying,225725955,74683,Tim McGraw,Live Like You Were Dying
Alex Ubago - Aunque no te pueda ver,224525003,154627,Alex Ubago,Aunque no te pueda ver
Elvis Presley - A Little Less Conversation,223681211,82120,Elvis Presley,A Little Less Conversation
Christina Aguilera - Fighter,223277005,82324,Christina Aguilera,Fighter
Jaguares - Te Lo Pido por Favor,221816594,110937,Jaguares,Te Lo Pido por Favor
Beyoncé - Naughty Girl,221270562,138536,Beyoncé,Naughty Girl
Linkin Park - From the Inside,220798780,164862,Linkin Park,From the Inside
A Touch Of Class - Around the World (La La La La La),219858327,131761,A Touch Of Class,Around the World (La La La La La)
