Artist and Title,Streams,Daily,Artist,Song
Lynyrd Skynyrd - Simple Man,503249718,256247,Lynyrd Skynyrd,Simple Man
Bob Dylan - Knockin' On Heaven's Door,501785938,737638,Bob Dylan,Knockin' On Heaven's Door
Michael Jackson - The Way You Make Me Feel,492658976,286731,Michael Jackson,The Way You Make Me Feel
Lou Reed - Walk On the Wild Side,492285421,245306,Lou Reed,Walk On the Wild Side
Chicago - If You Leave Me Now,491234960,264901,Chicago,If You Leave Me Now
Bee Gees - Night Fever,490859627,287856,Bee Gees,Night Fever
Elton John - Bennie And The Jets,481307968,195301,Elton John,Bennie And The Jets
Eric Clapton - Cocaine,480013099,149226,Eric Clapton,Cocaine
Queen - Love Of My Life,478459160,184539,Queen,Love Of My Life
Heart - Barracuda,475378129,275691,Heart,Barracuda
Yusuf / Cat Stevens - Father And Son,474082465,191892,Yusuf / Cat Stevens,Father And Son
John Travolta - You're The One That I Want,470972319,332399,John Travolta,You're The One That I Want
Supertramp - Give A Little Bit,469940108,230351,Supertramp,Give A Little Bit
Ram Jam - Black Betty,461648305,201350,Ram Jam,Black Betty
Aerosmith - Sweet Emotion,460228796,196696,Aerosmith,Sweet Emotion
Elton John - Goodbye Yellow Brick Road,460108422,287806,Elton John,Goodbye Yellow Brick Road
Looking Glass - Brandy (You're a Fine Girl),459523999,312096,Looking Glass,Brandy (You're a Fine Girl)
Thin Lizzy - The Boys Are Back In Town,456604374,144077,Thin Lizzy,The Boys Are Back In Town
Fleetwood Mac - Rhiannon,453723387,313471,Fleetwood Mac,Rhiannon
The Beatles - I Want To Hold Your Hand,446905403,205440,The Beatles,I Want To Hold Your Hand
Supertramp - The Logical Song,430441659,185511,Supertramp,The Logical Song
The Doors - Riders on the Storm,429944201,171291,The Doors,Riders on the Storm
Kenny Rogers - The Gambler,428014818,243833,Kenny Rogers,The Gambler
Neil Young - Heart of Gold,423263060,226951,Neil Young,Heart of Gold
Iggy Pop - The Passenger,421255909,157590,Iggy Pop,The Passenger
Natalie Cole - This Will Be (An Everlasting Love),419138844,226836,Natalie Cole,This Will Be (An Everlasting Love)
ABBA - Take A Chance On Me,418280496,261091,ABBA,Take A Chance On Me
The Jackson 5 - ABC,407812514,97740,The Jackson 5,ABC
Simon & Garfunkel - Cecilia,406534824,222304,Simon & Garfunkel,Cecilia
David Bowie - Rebel Rebel,397333868,101847,David Bowie,Rebel Rebel
Blondie - One Way Or Another,396657705,271935,Blondie,One Way Or Another
Led Zeppelin - Black Dog,396128315,153611,Led Zeppelin,Black Dog
The Knack - My Sharona,391133558,117285,The Knack,My Sharona
Village People - Y.M.C.A.,390610558,146406,Village People,Y.M.C.A.
Stevie Wonder - For Once In My Life,388112301,201054,Stevie Wonder,For Once In My Life
Van Morrison - Into the Mystic,386539509,184834,Van Morrison,Into the Mystic
Electric Light Orchestra - Don't Bring Me Down,385746023,389389,Electric Light Orchestra,Don't Bring Me Down
The Rolling Stones - Angie,384847798,149925,The Rolling Stones,Angie
Pink Floyd - Time,383899288,158036,Pink Floyd,Time
Supertramp - Breakfast In America,382044888,280586,Supertramp,Breakfast In America
The Clash - London Calling,381787335,232943,The Clash,London Calling
Billy Joel - She's Always a Woman,381663354,375975,Billy Joel,She's Always a Woman
Creedence Clearwater Revival - Up Around The Bend,380775762,282304,Creedence Clearwater Revival,Up Around The Bend
Elvis Presley - Burning Love,380727612,387956,Elvis Presley,Burning Love
Bob Seger - Old Time Rock & Roll,379827225,282175,Bob Seger,Old Time Rock & Roll
Bruce Springsteen - Born to Run,378071297,160865,Bruce Springsteen,Born to Run
Tom Petty and the Heartbreakers - American Girl,377179600,125499,Tom Petty and the Heartbreakers,American Girl
Queen - You're My Best Friend,374155427,138115,Queen,You're My Best Friend
Pink Floyd - Breathe (In the Air),373305739,226484,Pink Floyd,Breathe (In the Air)
Ramones - Blitzkrieg Bop,371747526,199616,Ramones,Blitzkrieg Bop
ABBA - Waterloo,368993805,192887,ABBA,Waterloo
Hot Chocolate - You Sexy Thing,368136190,158712,Hot Chocolate,You Sexy Thing
Michael Jackson - Bad,367543297,218380,Michael Jackson,Bad
The Doobie Brothers - Long Train Runnin',366699832,116540,The Doobie Brothers,Long Train Runnin'
James Taylor - Fire and Rain,365668980,144255,James Taylor,Fire and Rain
"John Denver - Take Me Home, Country Roads",359055480,374104,John Denver,"Take Me Home, Country Roads"
Boney M. - Daddy Cool,356688960,180487,Boney M.,Daddy Cool
Johnny Nash - I Can See Clearly Now,354542518,296561,Johnny Nash,I Can See Clearly Now
Queen - Good Old-Fashioned Lover Boy,353984914,174039,Queen,Good Old-Fashioned Lover Boy
Rod Stewart - Maggie May,351132269,112960,Rod Stewart,Maggie May
Stevie Wonder - Sir Duke,348490740,134745,Stevie Wonder,Sir Duke
Paul Simon - Me and Julio Down by the Schoolyard,347648815,135500,Paul Simon,Me and Julio Down by the Schoolyard
Eagles - Life in the Fast Lane,344159338,119667,Eagles,Life in the Fast Lane
Roberta Flack - Killing Me Softly With His Song,343656371,145911,Roberta Flack,Killing Me Softly With His Song
Bill Withers - Lean on Me,332199127,142569,Bill Withers,Lean on Me
David Bowie - Life on Mars?,331842606,92101,David Bowie,Life on Mars?
The Jacksons - Blame It on the Boogie,331342513,157273,The Jacksons,Blame It on the Boogie
Elton John - Crocodile Rock,327240478,196283,Elton John,Crocodile Rock
Rod Stewart - Do Ya Think I'm Sexy,325957432,147664,Rod Stewart,Do Ya Think I'm Sexy
Black Sabbath - War Pigs / Luke's Wall,325921359,156282,Black Sabbath,War Pigs / Luke's Wall
ABBA - Chiquitita,322157667,154917,ABBA,Chiquitita
Olivia Newton-John - Hopelessly Devoted To You,319573502,240346,Olivia Newton-John,Hopelessly Devoted To You
"Bob Marley & The Wailers - No Woman, No Cry",317693281,75078,Bob Marley & The Wailers,"No Woman, No Cry"
Queen - Fat Bottomed Girls,316704418,114283,Queen,Fat Bottomed Girls
Pink Floyd - The Great Gig in the Sky,314456713,198623,Pink Floyd,The Great Gig in the Sky
Led Zeppelin - Driving Through Kashmir,314377687,102701,Led Zeppelin,Driving Through Kashmir
Steely Dan - Reelin' In The Years,310268420,119397,Steely Dan,Reelin' In The Years
Bob Marley & The Wailers - Waiting In Vain,309352000,148845,Bob Marley & The Wailers,Waiting In Vain
Free - All Right Now,306970761,91584,Free,All Right Now
Faces - Ooh La La,306616464,148015,Faces,Ooh La La
Simon & Garfunkel - The Boxer,304232642,101731,Simon & Garfunkel,The Boxer
The Jackson 5 - Santa Claus Is Coming To Town,302571997,22390,The Jackson 5,Santa Claus Is Coming To Town
Eagles - One of These Nights,301979059,177911,Eagles,One of These Nights
The Doobie Brothers - What a Fool Believes,301177731,132621,The Doobie Brothers,What a Fool Believes
Marvin Gaye - What's Going On,299680997,100940,Marvin Gaye,What's Going On
The Doors - Roadhouse Blues,299679329,247162,The Doors,Roadhouse Blues
Jim Croce - Time in a Bottle,299209016,348770,Jim Croce,Time in a Bottle
Paul McCartney - Band On The Run,298340685,122961,Paul McCartney,Band On The Run
Creedence Clearwater Revival - Lookin' Out My Back Door,297776628,200750,Creedence Clearwater Revival,Lookin' Out My Back Door
Creedence Clearwater Revival - Who'll Stop The Rain,296474768,221745,Creedence Clearwater Revival,Who'll Stop The Rain
Allman Brothers Band - Midnight Rider,294799342,113956,Allman Brothers Band,Midnight Rider
Wild Cherry - Play That Funky Music,293653063,136710,Wild Cherry,Play That Funky Music
The Rolling Stones - Wild Horses,290873866,100368,The Rolling Stones,Wild Horses
The Who - Behind Blue Eyes,290747142,84910,The Who,Behind Blue Eyes
Elton John - Step Into Christmas,290213962,24700,Elton John,Step Into Christmas
Simon & Garfunkel - Bridge Over Troubled Water,288975160,94467,Simon & Garfunkel,Bridge Over Troubled Water
AC/DC - It's a Long Way to the Top (If You Wanna Rock 'N' Roll),286456054,143804,AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll)
Led Zeppelin - Rock and Roll,284988499,124680,Led Zeppelin,Rock and Roll
Gerry Rafferty - Right Down the Line,284115646,163185,Gerry Rafferty,Right Down the Line
Janis Joplin - Me and Bobby McGee,281085615,91011,Janis Joplin,Me and Bobby McGee
Bob Seger - Night Moves,279028681,140093,Bob Seger,Night Moves
Edison Lighthouse - Love Grows (Where My Rosemary Goes),277324369,175959,Edison Lighthouse,Love Grows (Where My Rosemary Goes)
Pink Floyd - Hey You,276570799,99012,Pink Floyd,Hey You
Glen Campbell - Southern Nights,272651091,151355,Glen Campbell,Southern Nights
Billy Joel - Just the Way You Are,270899437,130420,Billy Joel,Just the Way You Are
The Cars - Just What I Needed,270618440,213688,The Cars,Just What I Needed
"ABBA - Money, Money, Money",268569329,211554,ABBA,"Money, Money, Money"
Patti Smith - Because the Night,266761687,85859,Patti Smith,Because the Night
The Kinks - Lola (2020 Stereo Remaster),265714783,88696,The Kinks,Lola (2020 Stereo Remaster)
The Emotions - Best of My Love,265031977,224586,The Emotions,Best of My Love
America - Ventura Highway,264482751,163239,America,Ventura Highway
KISS - Detroit Rock City,261686080,114054,KISS,Detroit Rock City
Foreigner - Cold as Ice,260175025,174486,Foreigner,Cold as Ice
Bread - Everything I Own,257736412,151255,Bread,Everything I Own
The Rolling Stones - Brown Sugar,256678137,78299,The Rolling Stones,Brown Sugar
Sister Sledge - We Are Family,256272445,87909,Sister Sledge,We Are Family
José José - El Triste,253538167,194936,José José,El Triste
Steely Dan - Do It Again,253303968,110733,Steely Dan,Do It Again
Billy Joel - My Life,252364116,138615,Billy Joel,My Life
Van Halen - Runnin' with the Devil,250802982,112690,Van Halen,Runnin' with the Devil
Michael Jackson - Dirty Diana,249348704,201566,Michael Jackson,Dirty Diana
Electric Light Orchestra - Livin' Thing,249271319,103185,Electric Light Orchestra,Livin' Thing
John Denver - Annie's Song,248548775,174821,John Denver,Annie's Song
Cheap Trick - Surrender,248081168,74248,Cheap Trick,Surrender
Led Zeppelin - Going to California,247751958,144901,Led Zeppelin,Going to California
Michael Jackson - Black or White,245211659,61866,Michael Jackson,Black or White
Seals and Crofts - Summer Breeze,244659234,100298,Seals and Crofts,Summer Breeze
ABBA - Angeleyes,243132814,131253,ABBA,Angeleyes
Patrick Hernandez - Born to Be Alive,241385217,206444,Patrick Hernandez,Born to Be Alive
Gerry Rafferty - Baker Street,240816904,91312,Gerry Rafferty,Baker Street
America - Sister Golden Hair,239429140,123844,America,Sister Golden Hair
Blondie - Heart Of Glass,239029016,194602,Blondie,Heart Of Glass
Bee Gees - You Should Be Dancing,238485538,132867,Bee Gees,You Should Be Dancing
The O'Jays - Love Train,237900283,63957,The O'Jays,Love Train
Paul Simon - 50 Ways to Leave Your Lover,237142581,202315,Paul Simon,50 Ways to Leave Your Lover
Joe Cocker - You Are So Beautiful,236243703,91989,Joe Cocker,You Are So Beautiful
ABBA - SOS,235148066,121759,ABBA,SOS
David Bowie - Moonage Daydream,234483372,75109,David Bowie,Moonage Daydream
Nazareth - Love Hurts,233906258,127744,Nazareth,Love Hurts
The Marshall Tucker Band - Can't You See,229907272,71409,The Marshall Tucker Band,Can't You See
War - Low Rider,229772075,102009,War,Low Rider
Pink Floyd - Shine On You Crazy Diamond (Pts. 1-5),227590815,107678,Pink Floyd,Shine On You Crazy Diamond (Pts. 1-5)
Mungo Jerry - In the Summertime,225009357,130008,Mungo Jerry,In the Summertime
Deep Purple - Highway Star,223483648,73344,Deep Purple,Highway Star
Van Morrison - Moondance,223444477,70506,Van Morrison,Moondance
Stevie Wonder - You Are The Sunshine Of My Life,223419299,79441,Stevie Wonder,You Are The Sunshine Of My Life
Bob Dylan - Hurricane,223399625,60362,Bob Dylan,Hurricane
Don McLean - Vincent,222131877,114401,Don McLean,Vincent
Bread - Make It with You,221632166,247126,Bread,Make It with You
ABBA - Voulez-Vous,221175689,134597,ABBA,Voulez-Vous
Barry Manilow - Mandy,220033146,86522,Barry Manilow,Mandy
Waylon Jennings - Mammas Don't Let Your Babies Grow up to Be Cowboys,218783076,184167,Waylon Jennings,Mammas Don't Let Your Babies Grow up to Be Cowboys
Carole King - It's Too Late,217608819,199715,Carole King,It's Too Late
Creedence Clearwater Revival - Run Through The Jungle,217507170,201093,Creedence Clearwater Revival,Run Through The Jungle
Yusuf / Cat Stevens - Morning Has Broken,216059647,114604,Yusuf / Cat Stevens,Morning Has Broken
Lou Reed - Perfect Day,216051279,70785,Lou Reed,Perfect Day
Carpenters - (They Long To Be) Close To You,215530935,192843,Carpenters,(They Long To Be) Close To You
David Bowie - Changes,213657340,81614,David Bowie,Changes
Al Green - Tired of Being Alone,212189277,96832,Al Green,Tired of Being Alone
Frankie Valli - Grease,210670340,112366,Frankie Valli,Grease
Boney M. - Sunny,209933283,114453,Boney M.,Sunny
Boston - Peace of Mind,208661181,67168,Boston,Peace of Mind
Lynyrd Skynyrd - Gimme Three Steps,208550498,86916,Lynyrd Skynyrd,Gimme Three Steps
Billy Joel - Only the Good Die Young,207460241,88721,Billy Joel,Only the Good Die Young
José José - El Amar y el Querer,206685648,206979,José José,El Amar y el Querer
Joy Division - Disorder,205691400,88957,Joy Division,Disorder
Kate Bush - Wuthering Heights,205126657,83149,Kate Bush,Wuthering Heights
James Taylor - You've Got a Friend,204766957,111373,James Taylor,You've Got a Friend
Steely Dan - Dirty Work,204212144,104648,Steely Dan,Dirty Work
Heart - Crazy On You,203974757,99959,Heart,Crazy On You
ZZ Top - Tush (2006 Remaster),203958404,89480,ZZ Top,Tush (2006 Remaster)
Pink Floyd - Brain Damage,203336367,84716,Pink Floyd,Brain Damage
Styx - Renegade,203120586,95110,Styx,Renegade
Cheap Trick - I Want You to Want Me,201829377,58431,Cheap Trick,I Want You to Want Me
Eagles - Desperado,201657822,68353,Eagles,Desperado
The Who - Who Are You,201625594,48503,The Who,Who Are You
Nick Drake - Pink Moon,200785776,79234,Nick Drake,Pink Moon
Elvis Presley - Always On My Mind,200514152,107910,Elvis Presley,Always On My Mind
Bob Marley & The Wailers - Stir It Up,199082512,63248,Bob Marley & The Wailers,Stir It Up
The Beatles - Get Back,198986263,85951,The Beatles,Get Back
Steve Miller Band - Take The Money And Run,196957465,86840,Steve Miller Band,Take The Money And Run
Electric Light Orchestra - Last Train to London,196943059,137299,Electric Light Orchestra,Last Train to London
Van Morrison - Crazy Love,196485789,92110,Van Morrison,Crazy Love
Ted Nugent - Stranglehold,195893235,46320,Ted Nugent,Stranglehold
Jimmy Buffett - Margaritaville,195255606,78045,Jimmy Buffett,Margaritaville
The Jackson 5 - I Saw Mommy Kissing Santa Claus,194632736,24333,The Jackson 5,I Saw Mommy Kissing Santa Claus
John Travolta - Summer Nights,194602888,137881,John Travolta,Summer Nights
The Bellamy Brothers - Let Your Love Flow,194333998,175395,The Bellamy Brothers,Let Your Love Flow
Meat Loaf - Paradise By the Dashboard Light,193663388,61636,Meat Loaf,Paradise By the Dashboard Light
Elton John - Candle In The Wind,193268761,75739,Elton John,Candle In The Wind
CHIC - Le Freak,192663568,86552,CHIC,Le Freak
"Barry White - Can't Get Enough Of Your Love, Babe",192659622,96393,Barry White,"Can't Get Enough Of Your Love, Babe"
ABBA - Fernando,192547798,104273,ABBA,Fernando
Pink Floyd - Us and Them,192072497,85392,Pink Floyd,Us and Them
Curtis Mayfield - Move On Up,191897066,69629,Curtis Mayfield,Move On Up
Yusuf / Cat Stevens - The Wind,191580971,104094,Yusuf / Cat Stevens,The Wind
Eagles - Peaceful Easy Feeling,191246349,99267,Eagles,Peaceful Easy Feeling
Bad Company - Feel like Makin' Love,189767255,73857,Bad Company,Feel like Makin' Love
Alice Cooper - School's Out,189011275,67613,Alice Cooper,School's Out
Rod Stewart - Sailing,187184634,64207,Rod Stewart,Sailing
Van Halen - Ain't Talkin' 'Bout Love,186808699,184773,Van Halen,Ain't Talkin' 'Bout Love
Joe Walsh - Life's Been Good,186381157,48286,Joe Walsh,Life's Been Good
Bob Marley & The Wailers - Satisfy My Soul,186245871,79261,Bob Marley & The Wailers,Satisfy My Soul
Rainbow - Since You Been Gone,186213853,69690,Rainbow,Since You Been Gone
The Who - Won't Get Fooled Again,185634865,49819,The Who,Won't Get Fooled Again
Eagles - Please Come Home for Christmas,185526610,27111,Eagles,Please Come Home for Christmas
ABBA - Does Your Mother Know,185289159,93244,ABBA,Does Your Mother Know
The Beatles - Day Tripper,183868166,54901,The Beatles,Day Tripper
Gloria Gaynor - I Will Survive,182348081,156430,Gloria Gaynor,I Will Survive
"ABBA - Knowing Me, Knowing You",181695546,89558,ABBA,"Knowing Me, Knowing You"
Daryl Hall & John Oates - Sara Smile,180462279,161544,Daryl Hall & John Oates,Sara Smile
The Doors - Love Her Madly,180456308,72447,The Doors,Love Her Madly
The Spinners - The Rubberband Man,180432873,44767,The Spinners,The Rubberband Man
Bob Marley & The Wailers - Natural Mystic,180273750,192246,Bob Marley & The Wailers,Natural Mystic
Van Halen - You Really Got Me,179821835,79719,Van Halen,You Really Got Me
Sweet - Fox On The Run,178509848,49219,Sweet,Fox On The Run
Santana - Oye Como Va,177790547,68265,Santana,Oye Como Va
Boney M. - Rivers of Babylon,177675409,98716,Boney M.,Rivers of Babylon
Stevie Wonder - Isn't She Lovely,177422241,41912,Stevie Wonder,Isn't She Lovely
The Beatles - Don't Let Me Down,177188551,86568,The Beatles,Don't Let Me Down
"Hank Williams, Jr. - Family Tradition",176991220,101031,"Hank Williams, Jr.",Family Tradition
Elis Regina - Águas De Março,176953354,74443,Elis Regina,Águas De Março
Led Zeppelin - D'yer Mak'er,176914169,66406,Led Zeppelin,D'yer Mak'er
Supertramp - Goodbye Stranger,176772512,69295,Supertramp,Goodbye Stranger
Candi Staton - Young Hearts Run Free,176483092,159574,Candi Staton,Young Hearts Run Free
Michael Jackson - I Just Can't Stop Loving You,175888191,64180,Michael Jackson,I Just Can't Stop Loving You
"Crosby, Stills, Nash & Young - Our House",175216258,73640,"Crosby, Stills, Nash & Young",Our House
"James Brown - It's A Man's, Man's, Man's World",175130697,146429,James Brown,"It's A Man's, Man's, Man's World"
Willie Nelson - On the Road Again,174994296,75117,Willie Nelson,On the Road Again
Player - Baby Come Back,174549004,164979,Player,Baby Come Back
José José - Gavilán o Paloma,174295546,151639,José José,Gavilán o Paloma
Styx - Come Sail Away,173762298,49953,Styx,Come Sail Away
Wings - Live And Let Die,173557322,82938,Wings,Live And Let Die
The Beatles - She Loves You,173221288,53652,The Beatles,She Loves You
Bette Midler - The Rose,172965901,61465,Bette Midler,The Rose
Steve Miller Band - Rock'n Me,172272875,123458,Steve Miller Band,Rock'n Me
Elton John - Daniel,172194777,107000,Elton John,Daniel
Billy Paul - Me and Mrs. Jones,171494756,77884,Billy Paul,Me and Mrs. Jones
Bonnie Tyler - It's a Heartache,171177793,97337,Bonnie Tyler,It's a Heartache
Donny Hathaway - This Christmas,170898299,18719,Donny Hathaway,This Christmas
Elton John - Saturday Night’s Alright (For Fighting),170084743,81116,Elton John,Saturday Night’s Alright (For Fighting)
Stevie Wonder - Superstition,169851673,64558,Stevie Wonder,Superstition
Eagles - Lyin' Eyes,169779222,158365,Eagles,Lyin' Eyes
Steve Miller Band - Fly Like An Eagle,169079665,53663,Steve Miller Band,Fly Like An Eagle
Bee Gees - Too Much Heaven,168975189,103341,Bee Gees,Too Much Heaven
Silvio Rodríguez - Ojalá,167741357,61292,Silvio Rodríguez,Ojalá
The Spinners - It's A Shame,167621980,78188,The Spinners,It's A Shame
"Jim Croce - Bad, Bad Leroy Brown",167519694,146586,Jim Croce,"Bad, Bad Leroy Brown"
The Police - So Lonely,166407103,66391,The Police,So Lonely
"Crosby, Stills, Nash & Young - Helplessly Hoping",166381455,62341,"Crosby, Stills, Nash & Young",Helplessly Hoping
Bill Withers - Use Me,164452280,66644,Bill Withers,Use Me
Bread - If,163380326,128711,Bread,If
Carpenters - Top Of The World,162987387,91281,Carpenters,Top Of The World
Pink Floyd - Have a Cigar,162132831,75629,Pink Floyd,Have a Cigar
Iggy Pop - Lust For Life,161518062,36789,Iggy Pop,Lust For Life
"Earth, Wind & Fire - After the Love Has Gone",161253465,68473,"Earth, Wind & Fire",After the Love Has Gone
Yusuf / Cat Stevens - Peace Train,161236653,70130,Yusuf / Cat Stevens,Peace Train
Eagles - New Kid in Town,160590790,71229,Eagles,New Kid in Town
Billy Joel - Movin' Out (Anthony's Song),160570054,86008,Billy Joel,Movin' Out (Anthony's Song)
Golden Earring - Radar Love,160417975,46598,Golden Earring,Radar Love
Camilo Sesto - ¿Quieres Ser Mi Amante?,160399456,100686,Camilo Sesto,¿Quieres Ser Mi Amante?
Queen - Bicycle Race,159280641,44558,Queen,Bicycle Race
The Doobie Brothers - China Grove,159060775,45046,The Doobie Brothers,China Grove
