Date,Global,US,GB,PH,AU,ID,BR,CA,MX,DE,NL,MY,FR,SE,SG,AR,ES,NO,IE,NZ,IT,CL,TH,DK,PL,PE,JP,BE,FI,VN,PT,HK,TW,TR,CO,CH,CR,AT,HU,CZ,GR,IN,IL,EC,RO,GT,SV,IS,DO,PA,SK,UY,HN,BO,AE,LT,PY,BG,EE,LV,MT,SA,ZA,NI,LU,CY,KR,EG,MA,UA
2019/01/03,31187542,9173689,2810497,1657498,1682916,1063279,1548661,1191176,1427690,1362243,909139,317283,745112,678426,321618,466832,478127,477936,339297,319378,478409,381927,155792,337940,265813,240219,151868,196747,231619,42038,143257,100694,152594,179298,128607,127536,72145,88630,48710,55320,37514,,42751,54166,29804,39028,28188,29531,29673,28641,22733,25381,23343,24373,,20950,27306,12686,16311,17574,13007,,,9961,10330,5187,,,,
2019/01/10,29904412,8590215,2602802,1572180,1524605,1072072,1495097,1126559,1486208,1189033,1001723,311424,824728,600581,326291,436282,484598,497768,302100,309489,466846,354590,145598,307024,274574,246223,170675,181342,219081,41471,148947,104036,163792,170776,133288,126590,71566,82250,48975,59198,37361,,41060,55493,32351,40771,27669,30939,30122,28344,23776,23641,22965,23775,,19991,25234,12791,16329,17396,13104,,,9659,10151,5336,,,,
2019/01/17,27807232,7724153,2405280,1562466,1449423,977955,1446216,1030230,1477793,1094910,921597,286061,691095,541077,308958,430567,488973,455778,280522,285666,449675,336787,137111,286921,262449,225902,165379,179314,204771,38989,138241,96726,156333,170406,127936,116928,67242,76370,47148,57128,37424,,40163,49850,30903,39662,26216,28157,30556,25264,23522,22283,21348,23373,,19105,23522,12722,15583,16423,12539,,,9322,9934,5253,,,,
2019/01/24,27672341,8058684,2267962,1495338,1409139,939944,1486750,1011952,1528375,1074507,884433,268675,700220,505483,301022,452955,501728,423913,267818,278076,397492,340904,136051,255411,282359,185820,182731,181609,170283,39589,137231,92715,151434,159344,107278,113535,69452,76478,49082,55721,42044,,44136,47297,36079,41518,27074,27978,30949,22754,24783,24457,21650,25989,,18837,23647,14690,15647,17048,12624,,,9433,9619,5479,,,,
2019/01/31,24236734,6881449,1927671,1401545,1211123,921568,1381770,884615,1230140,962607,730782,248911,561180,443401,275711,425400,466422,376831,223271,242611,343536,319374,122767,218319,263046,168066,185993,158779,148860,40085,123264,86205,137323,141207,99334,96663,65513,67035,42489,47792,37087,,42423,42992,30429,38695,25499,23418,27330,20939,20537,22158,20620,23145,,15648,21976,12371,13590,14189,10527,,,8466,8048,4799,,,,
2019/02/07,22235996,6461526,1722760,1290902,1129538,888286,1192967,804215,1119592,852569,633528,219619,541701,399205,233391,406544,444171,301055,198250,221132,317513,299638,118895,206984,229206,154333,189280,147955,129066,37656,111316,72561,105209,130667,92176,90777,61928,62005,40079,43174,34819,,38468,39569,30742,35894,24030,21165,24219,21097,19111,21579,20086,21559,,14565,21010,11534,12556,13873,9884,,,8148,7706,4306,,,,
2019/02/14,34324311,12568430,2987102,1397553,1456876,944898,1851634,1334340,1503805,1133589,843318,279148,663613,516780,326073,554175,657410,336888,335941,289982,426661,407122,139610,242436,377015,207198,225618,189932,193923,51918,148144,105080,132958,200577,135025,126420,89344,82006,59270,59469,57406,,52270,52180,45651,46914,31197,33810,33565,31133,27660,34423,24505,28760,,21553,26774,23633,19158,17973,13749,,,10872,10139,6226,,,,
2019/02/21,25106844,8300160,2151258,1227105,1114414,857434,1427664,918274,1246763,853182,562704,235119,503819,396019,270690,457445,457079,268528,248930,223857,319145,325295,118860,202628,241871,167127,181403,154116,143734,43044,114873,81391,122456,168852,103229,98386,74089,64214,45077,45888,37551,,40703,43028,29747,38713,25783,25382,25217,23436,20778,26735,20684,25276,,15980,22390,15133,14047,13473,10408,,,8634,7347,4580,,,,
2019/02/28,21552414,6816041,1736189,1155498,992917,815777,1254148,791822,1118965,726153,481739,214684,440582,325761,235737,403919,406597,225528,197675,192342,276527,279364,107253,183640,195078,151183,174563,140243,124923,41225,97676,75141,109481,149867,92101,86194,67214,53740,39249,41522,32047,26570,38054,37612,26230,34327,23377,22164,21364,20299,18636,22890,18260,21625,,12820,20452,12620,13258,11701,9202,,,8034,6884,3835,,,,
2019/03/07,18776174,5825536,1470504,1114613,923811,781172,989409,698260,1017310,604766,357793,204884,388424,248462,216185,349285,347918,170857,166057,179236,249050,231348,105417,151146,163737,134090,158613,128811,97139,42522,75597,69616,100759,137784,80979,71763,60594,46061,35444,35849,28792,91103,34353,33624,23234,30105,21559,19432,19673,16555,16410,21116,15940,17054,,11053,18964,11002,10644,9913,7671,,,7343,5959,3481,,,,
2019/03/14,17078757,5285199,1250514,1064907,796349,762303,1023680,631410,902760,546513,323996,186664,347322,221887,197594,326751,305128,140740,140597,151634,,228438,98720,124715,145619,123874,147087,106252,82434,40099,71818,62056,93014,125713,73070,63414,53441,41067,31241,33457,25875,85467,32092,32371,21033,27447,20088,16721,17965,17023,14872,19205,14195,18281,,10114,17346,9997,9876,9679,7103,,,6737,5290,3107,,,,
2019/03/21,16194401,5047173,1158025,1002398,731994,753306,977091,603780,800901,527629,311717,178350,328936,206808,186773,310528,286952,131635,130264,134989,,220091,96561,108658,144907,121868,143590,102608,75184,41872,69385,60674,90181,124353,68488,60505,49274,39210,29848,33457,26028,87107,32312,30888,21504,26020,18359,15839,16811,16588,14925,18770,13299,17552,,10118,16759,9852,9651,9148,6332,,,6539,5385,3070,,,,
2019/03/28,15385942,4766090,1104309,945197,691804,768595,911448,568896,773640,503091,293621,185800,297802,193727,173677,292969,273503,122221,124322,130872,,204288,90662,103698,137013,117412,139926,95295,71561,41787,65269,57201,86645,116917,64896,57512,46660,36396,29614,30474,25008,77688,30862,30496,21176,24425,17294,14636,15954,15865,13777,18085,12803,17905,,9451,15993,9119,8861,8316,6012,,,6301,4979,3161,,,,
2019/04/04,13978594,4283732,987421,865642,619998,756093,825831,540754,725884,454165,257294,164031,273853,167802,158792,256909,239269,109161,103627,118416,,183612,91610,91474,126671,110018,131142,84889,63471,39197,55954,52875,77207,,62215,51491,41285,33407,25159,28879,22801,70417,29422,28505,19541,22786,16197,12498,15000,14664,13065,16294,11767,16672,,8955,14336,8813,7908,7967,5358,,,5863,4902,2806,,,,
2019/04/11,12781801,3836034,909116,786117,577201,796718,726098,494763,674434,418473,240412,129759,,150844,132514,240407,215227,101386,99052,107042,,166510,82609,86355,125297,102179,130390,78841,58395,38025,51998,47545,71129,,57454,47090,35199,30336,22188,26028,20777,65619,28763,26193,17832,21184,15075,11935,13256,13058,11322,14331,10715,15720,,7638,12858,7671,7025,7410,4667,,,5432,4332,2558,,,,
2019/04/18,12280156,3728764,891501,728738,555816,701482,729044,475396,636975,420537,219913,119840,,148774,124334,223568,211982,99762,105870,105130,,,78507,82828,123137,93965,123593,74131,56612,37456,46172,45178,66154,,54274,46407,32516,30133,21952,25745,19533,72053,24232,24722,17392,19123,14617,11469,13431,12577,11602,12767,10561,14882,,7002,12385,7110,6882,7081,4657,,,5278,3900,2448,,,,
2019/04/25,11676493,3579610,851900,697184,487412,725888,670218,456442,574731,407153,225863,118771,,134457,120322,200496,188771,88888,92538,94352,,142135,80349,74817,111428,89010,123558,67627,55779,35947,41220,43111,62209,,50853,43850,29794,28160,19413,22997,19727,75967,22662,24225,18490,18077,12424,10234,11205,11113,10139,11750,9240,13261,,6902,10890,7238,6804,6355,3998,,,4747,3943,2368,,,,
2019/05/02,11198965,3477264,724202,706409,460459,697825,649727,460476,570666,,196255,112833,,,115724,185699,,89759,76478,87364,,,82824,76217,111591,86294,114278,59738,53965,37201,41880,39362,59922,,50487,40924,30079,,18828,22307,17034,73628,20922,24037,14918,18691,12985,10645,11475,10886,9968,11552,9498,12708,,6683,10392,6304,5881,6102,3582,,,4699,3513,2037,,,,
2019/05/09,10718860,3289220,670820,709112,430470,674430,643085,422166,566997,,190316,106383,,,114667,182357,,80060,73207,82147,,,84764,73427,102863,85591,111127,53528,48321,40079,40247,37883,63480,,50143,39008,29549,,18126,21251,17089,74668,18848,22689,14185,17989,12650,9047,11206,10490,10053,11097,9366,12496,,6068,,6131,6006,5898,3472,,,4562,3265,2171,,,,
2019/05/16,10110624,3133547,658459,514772,410799,631419,618284,386436,542380,,185791,103294,,,111430,173774,,82384,70527,77164,,,83783,73556,100848,80626,96814,53604,47031,39884,40742,37192,61444,,48337,38718,28038,,18066,20254,16166,75897,19844,21420,14708,17284,11973,8489,10764,10453,9276,10770,8790,10801,,5945,,5756,5920,5777,3288,,,4432,3413,2218,,,,
2019/05/23,9623053,3042489,634386,486530,394512,625069,583882,373000,519757,,172908,99541,,,101407,160469,,,65780,74423,,,80538,64684,95300,75443,83464,51420,,37711,38915,34577,55746,,46244,,26495,,16938,19963,15739,70997,18962,,15113,16445,11669,7800,10093,10061,9858,9913,8434,10271,,5639,,5742,5694,5900,3169,,,4440,3194,1910,,,,
2019/05/30,9369106,2910668,628518,491535,377871,651785,553717,372343,497267,,163701,104092,,,104079,147625,,,64038,72642,,,82089,62772,93204,71284,78035,51083,,38720,37416,33210,57665,,,,25294,,16054,19458,15975,66513,19590,,14706,15513,11342,8040,9351,9458,9511,,7949,9500,,6028,,5562,5350,5799,3218,,,4278,2946,2011,,,,
2019/06/06,8883565,2796365,590884,497194,358285,570567,526512,350789,466321,,,86990,,,95004,145515,,,62521,66842,,,77448,,88906,66889,74850,49931,,38131,35795,30824,55835,,,,24154,,15727,,14957,61028,19071,,13953,,10915,6991,,,9111,,7616,9382,,5858,,5407,5400,5928,3121,,,4154,2733,1894,,,,
2019/06/13,8584020,2664783,574761,462358,351256,612139,521900,339193,446904,,,90763,,,86364,141973,,,58679,65533,,,75362,,,65602,71095,47345,,37574,33843,26540,43079,,,,23706,,15117,,14936,54779,17246,,13657,,10578,6670,,8972,8534,,7359,,,5357,,5150,4938,5383,2707,,,3959,2585,1910,,,,
2019/06/20,8646013,2672503,583460,455770,348615,625039,528567,338145,463708,,,93220,,,88083,135408,,,60268,65794,,,73533,,,65667,74019,48267,,36849,35047,29241,35321,,,,24343,,15368,,17034,54026,17349,,13122,,10966,6501,,8958,8426,,7699,,,5805,,5254,5045,5449,2624,,,4025,2747,1865,,,,
2019/06/27,8259969,2538689,549804,378318,333182,629479,525464,334103,450706,,,91367,,,84833,137752,,,56083,63183,,,55448,,,63616,75784,46841,,38180,32628,28961,33712,,,,23031,,14489,,14502,55441,17159,,12770,,10360,6402,,8716,8597,,7143,8663,9678,5424,,5072,4347,4844,2784,14972,12010,3913,2628,1872,,2990,3131,
2019/07/04,8174347,2465351,527864,377385,337345,700455,545801,318291,446937,,,93010,,,84162,,,,55510,61545,,,54846,,,60882,76144,43546,,40649,32937,28060,32146,,,,22306,,13927,,13982,56037,17249,,12928,,10566,6458,,,8141,,7285,,10553,5579,,5029,4560,5098,2512,14881,12225,3984,2745,1719,,3332,,
2019/07/11,7935200,2341035,509614,350761,331227,800955,504440,305931,,,,89187,,,81632,,,,52620,61704,,,57785,,,,78835,40417,,43690,29328,28468,30597,,,,21301,,13932,,13617,,16587,,12394,,9996,6053,,,7166,,6834,,9832,5266,,5399,4352,4786,2541,14435,11610,3676,,1666,,3669,3477,
2019/07/18,7807544,2324435,489156,344551,319447,744762,521593,293600,430706,,,85486,,,79910,,,,52499,59320,,,59437,,,,76024,41139,,42671,27360,28095,,,,,21073,,14011,,13264,,16180,,12435,,10193,,,,7242,,6913,,9258,5211,,5237,4338,4802,2455,14329,11404,3637,,1631,,3571,,
2019/07/25,7334995,2170559,480150,324621,306839,667764,501058,281250,,,,79905,,,76447,,,,49531,55480,,,52479,,,,73782,36881,,40490,27905,25832,,,,,19588,,,,12376,,,,11721,,9581,,,,,,6615,,8314,4785,,4927,3960,,2361,13517,10848,3533,,1579,,3417,,
2019/08/01,6892692,2039021,447037,292627,290094,560339,485417,258476,,,,75655,,,71308,,,,48682,53361,,,52572,,,,,35590,,38775,26679,23377,,,,,19571,,,,12348,,,,11682,,9457,,,,,,6607,,7749,4609,,4812,3818,,2256,12429,10182,3603,,1657,,3284,,
2019/08/08,7268788,2144257,482455,308044,306503,537450,516654,261168,,,,82138,,,77204,,,,53328,54244,,,58800,,,,72683,38645,,40784,29106,25857,32698,,,,20565,,13994,,13468,,14776,,13165,,9377,,,,7628,,6645,,8287,4832,,5298,4418,4625,2381,12495,11742,,,1633,,3323,,
2019/08/15,6992238,2052909,469341,298692,293646,531897,,254192,,,,79362,,,69438,,,,50782,52838,,,57916,,,,,37304,,40541,26618,25634,,,,,,,,,11917,,,,12359,,9128,,,,7289,,6672,,7160,4862,,4823,4145,,2057,10989,10477,3975,,1606,,3171,,
2019/08/22,6926634,2000958,505278,287912,289213,512140,,249449,,,,76381,,,72239,,,,51351,51600,,,56882,,,,,36992,,40428,26057,26328,,,,,,,,,12767,,15193,,12599,,9201,,,,7272,,,,7938,4976,,5263,4243,,2126,12235,11233,,,1605,,3669,,
2019/08/29,6591025,1879737,460417,250778,272549,481185,,237044,,,,68687,,,65141,,,,48557,50374,,,52319,,,,,37906,,39242,24255,24661,,,,,,,,,12500,,,,12071,,9212,,,,7039,,,,7225,4556,,4877,4023,,2042,11628,9839,,,1493,,,,
2019/09/05,6672556,1904194,443188,273080,274895,486568,,237577,,,,72782,,,68719,,,,44007,49395,,,54892,,,,,42930,,38891,26820,25416,,,,,,,,,13892,,,,12734,,9354,,,,,,,,6322,4406,,5149,3902,,2151,9464,10300,,,1638,,,,
2019/09/12,6547854,1868004,423209,277028,266405,486128,,236078,,,,73952,,,71422,,,,44875,47549,,,56612,,,,,,,38199,27235,26968,,,,,,,,,12563,,,,11406,,9216,,,,,,,,6306,4159,,4905,3990,,2163,9183,10455,,,1545,,,,
2019/09/19,6665351,1899364,463629,277099,267040,474424,,245806,,,,83435,,,71449,,,,49152,49136,,,55927,,,,,,,41386,27318,27732,,,,,,,,,12453,,,,11943,,,,,,,,,,6446,4270,,4704,3936,,2315,9103,10807,,,1645,,,,
2019/09/26,6296160,1832725,431719,270171,261304,313649,,238370,,,,77511,,,68104,,,,70180,47123,,,55813,,,,,,,39347,28368,27121,,,,,,,,,11665,,,,11143,,,,,,,,,,6078,4330,,4771,3951,,2027,9617,10463,,,1457,,,,
2019/10/03,6223549,1800563,418632,268460,261814,310386,,230765,,,,74388,,,66474,,,,52945,46927,,,55852,,,,,,,38216,28330,25626,,,,,,,,,11133,,,,10732,,,,,,,,,,6252,4241,,4998,3897,,1969,8172,10065,,,1566,,,,
2019/10/10,6103394,1762781,409038,262407,253008,294186,,227598,,,,70802,,,64694,,,,44910,46629,,,55282,,,,,,48577,39071,,23855,,,,,,,,,10543,,,,,,,,,,,,,,6201,4175,,5247,4192,,,7854,10104,,,1424,,,,
2019/10/17,6072194,1722754,415350,282190,258412,296526,,218752,,,,75734,,,67613,,,,45025,46183,,,57672,,,,,,,39303,28779,25855,,,,,,,,,10713,,,,10998,,,,,,,,,,6429,4199,,5531,4238,,2024,8144,10169,,,1483,,,,
2019/10/24,5943839,1698393,413168,277012,263068,289726,,218721,,,,73746,,,66643,,,,43991,46200,,,57777,,,,,,,36998,,26628,,,,,,,,,,,,,,,,,,,,,,,6107,4155,,5221,4246,,2119,8395,10261,,,1403,,,,
2019/10/31,6077893,1775743,436077,266764,260367,279548,,231339,,,,69482,,,62653,,,,48499,46494,,,55902,,,,,,,34703,,26347,,,,,,,,,,,,,,,,,,,,,,,6217,,,5363,3712,,2053,7578,10067,,,1517,,,,
2019/11/07,5968254,1807874,406585,258216,252320,284025,,226746,,,,69851,,,65086,,,,41260,47789,,,55777,,,,,,,36518,27465,25967,,,,,,,,,,,,,,,,,,,,,,,6237,,,4998,3907,,1996,7411,10557,,,1548,,,,
2019/11/14,5799192,1749225,387735,262055,246599,275393,,210839,,,,67916,,,63750,,,,41335,44145,,,53665,,,,,,,37211,,21141,,,,,,,,,,,,,,,,,,,,,,,6412,,,4780,3828,,,7260,10187,,,,,,,
2019/11/21,5753402,1744125,381379,265055,247610,276787,,210276,,,,67647,,,63744,,,,39442,43859,,,53039,,,,,,,38993,,22199,,,,,,,,,,,,,,,,,,,,,,,6671,,,4862,,,,7098,10274,,,1304,,,,
2019/11/28,5858376,1803724,379468,260445,245414,291005,,,,,,67596,,,62079,,,,39281,44595,,,53807,,,,,,,40527,,23915,,,,,,,,,,,,,,,,,,,,,,,6318,,,4753,,,,7051,,,,,,,,
2019/12/05,6155603,1811302,418544,256832,265488,333582,,223449,,,,71486,,,65676,,,,44859,47901,,,55209,,,,,,,40849,,25775,,,,,,,,,,,,,,,,,,,,,,,6744,,,5044,,,,7990,11845,,,,,,,
2019/12/12,7685892,2426565,512531,316566,368602,398865,,265899,,,,91189,,,80582,,,,56111,62452,,,68900,,,,,,,46764,32484,33980,44002,,,,,,18000,,14095,,,,13840,,,,,,,,,,8647,5916,,6299,5259,,2704,9042,13538,,,1751,,,,
2019/12/19,6582469,1981817,,298037,312784,356961,,,,,,80389,,,67606,,,,,52558,,,63376,,,,,,,46430,,30579,,,,,,,,,,,,,,,,,,,,,,,8382,,,5586,,,,8382,11879,,,1579,,,,
2019/12/26,6105328,,,274346,288299,340283,,,,,,75016,,,60564,,,,,,,,62006,,,,,,,43427,,28027,,,,,,,,,,,,,,,,,,,,,,,7480,,,5162,,,,6737,,,,,,,,
2020/01/02,6803820,2126623,498674,300197,312177,324743,,261818,,,,76031,,,63251,,,,50368,51191,,,59604,,,,,,,44676,30219,28271,,,,,,,15266,,,,,,11366,,,4914,,,,,,,7866,5849,,4993,4304,5269,2355,9294,11853,,2520,1496,,,,
2020/01/09,6093684,1828075,412933,273276,261598,310561,,225990,,,,72471,,,61295,,,,43101,46493,,,55535,,,,,,,42870,29558,28750,,,,,,,,,,,,,,,,,,,,,,,7419,4730,,4854,3987,,2211,10400,11792,,,1325,,,,
2020/01/16,5877097,1728351,397144,252594,240904,308980,,,,,,70071,,,60858,,,,41017,,,,54648,,,,,,,42034,,27426,,,,,,,,,,,,,,,,,,,,,,,6839,,,4882,,,,10083,10981,,,1378,,,,
2020/01/23,5632983,,377404,259464,232023,293329,,,,,,67944,,,60225,,,,,,,,53446,,,,,,,45011,,26724,,,,,,,,,,,,,,,,,,,,,,,6368,,,,,,,8013,,,,,,,,
2020/01/30,5935132,1769631,391688,267678,229976,289405,,,,,,64451,,,54281,,,,41865,,,,59795,,,,,,,38593,,21897,,,,,,,,,,,,,,,,,,,,,,,6487,,,4821,,,,7347,,,,,,,,
2020/02/06,5912599,1736485,382471,267695,223539,291558,,,,,,66893,,,61692,,,,41700,,,,58994,,,,,,,44864,,22769,,,,,,,,,,,,,,,,,,,,,,,6453,,,4707,,,,7687,,,,,,,,
2020/02/13,5731220,1676242,362524,261415,,294676,,,,,,65679,,,58976,,,,38065,,,,55224,,,,,,,48476,,22223,,,,,,,,,,,,,,,,,,,,,,,6219,,,,,,,8019,,,,,,,,
2020/02/20,5607886,,,255618,,278332,,,,,,63546,,,58697,,,,,,,,53031,,,,,,,46705,,21995,,,,,,,,,,,,,,,,,,,,,,,6358,,,,,,,7234,,,,,,,,
2020/02/27,5342754,,,242179,,269936,,,,,,60238,,,55579,,,,,,,,48832,,,,,,,43472,,21707,,,,,,,,,,,,,,,,,,,,,,,6023,,,,,,,7203,,,,,,,,
2020/03/05,5296276,,,246259,,280153,,,,,,62323,,,55415,,,,,,,,49797,,,,,,,41209,,22103,,,,,,,,,,,,,,,,,,,,,,,5996,,,,,,,,,,,,,,,
2020/03/12,5203820,,,245048,,276433,,,,,,62855,,,56189,,,,,,,,49529,,,,,,,41881,,22209,,,,,,,,,,,,,,,,,,,,,,,6770,,,,,,,,,,,,,,,
2020/03/19,4831219,,,201312,,269182,,,,,,59581,,,54545,,,,,,,,47675,,,,,,,43057,,22292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/03/26,4563361,,,180990,,243161,,,,,,50896,,,51675,,,,,,,,44895,,,,,,,42102,,21233,,,,,,,,,,,,,,,,,,,,,,,5853,,,,,,,,,,,,,,,
2020/04/02,4482520,,,172806,,230047,,,,,,50068,,,49955,,,,,,,,41977,,,,,,,40536,,19624,,,,,,,,,,,,,,,,,,,,,,,6122,,,,,,,,,,,,,,,
2020/04/09,4478284,,,171336,,223598,,,,,,51070,,,46148,,,,,,,,43052,,,,,,,41055,,19110,,,,,,,,,,,,,,,,,,,,,,,5935,,,4118,,,,,,,,,,,,
2020/04/16,4370596,,,171129,,211780,,,,,,49367,,,43777,,,,,,,,43937,,,,,,,39630,,19301,,,,,,,,,,,,,,,,,,,,,,,5814,,,,,,,,,,,,,,,
2020/04/23,4447998,,,173737,,213571,,,,,,47762,,,42503,,,,,,,,42025,,,,,,,38764,,19468,,,,,,,,,,,,,,,,,,,,,,,6053,,,,,,,,,,,,,,,
2020/04/30,4377529,,,176947,,192074,,,,,,44718,,,39613,,,,,,,,43693,,,,,,,39335,,19934,,,,,,,,,,,,,,,,,,,,,,,5201,,,,,,,,,,,,,,,
2020/05/07,4427638,,,184544,,189227,,,,,,45759,,,38814,,,,,,,,46090,,,,,,,39655,,20034,,,,,,,,,,,,,,,,,,,,,,,5372,,,,,,,,,,,,,,,
2020/05/14,4641848,,,192947,,209739,,,,,,53365,,,41021,,,,,,,,49815,,,,,,,38536,,21787,,,,,,,,,,,,,,,,,,,,,,,5741,,,,,,,,,,,,,,,
2020/05/21,4558819,,,187760,,191971,,,,,,51317,,,40548,,,,,,,,49874,,,,,,,36356,,,,,,,,,,,,,,,,,,,,,,,,,5569,,,,,,,,,,,,,,,
2020/05/28,4572855,,,194102,,176535,,,,,,45565,,,39050,,,,,,,,51383,,,,,,,37935,,,,,,,,,,,,,,,,,,,,,,,,,6175,,,,,,,,,,,,,,,
2020/06/04,,,,192272,,,,,,,,51638,,,38595,,,,,,,,51536,,,,,,,38262,,21387,,,,,,,,,,,,,,,,,,,,,,,6653,,,,,,,,,,,,,,,
2020/06/11,4433648,,,192032,,206203,,,,,,53984,,,40640,,,,,,,,52033,,,,,,,35915,,20503,,,,,,,,,,,,,,,,,,,,,,,6634,,,,,,,,,,,,,,,
2020/06/18,4448046,,,189561,,204727,,,,,,56844,,,39970,,,,,,,,50824,,,,,,,36293,,20683,,,,,,,,,,,,,,,,,,,,,,,6530,,,,,,,,,,,,,,,
2020/06/25,4478223,,,197206,,206749,,,,,,58282,,,42876,,,,,,,,51618,,,,,,,33563,,20974,,,,,,,,,,,,,,,,,,,,,,,6939,,,,,,,,,,,,,,,
2020/07/02,4431406,,,191676,,206309,,,,,,57964,,,42624,,,,,,,,48783,,,,,,,25410,,19868,,,,,,,,,,,,,,,,,,,,,,,7029,,,,,,,,,,,,,,,
2020/07/09,,,,191796,,205820,,,,,,59446,,,41966,,,,,,,,49090,,,,,,,25469,,19876,,,,,,,,,,,,,,,,,,,,,,,6958,,,,,,,,,,,,,,,
2020/07/16,,,,201444,,213375,,,,,,61068,,,41400,,,,,,,,,,,,,,,25251,,,,,,,,,,,,,,,,,,,,,,,,,6684,,,,,,,,,,,,,,,2738
